Date,Season,Home Team,Away Team,1,X,2,HG,AG,Result,HW,HL,HGF,HGA,HGDW,HGDL,HW%,HD%,AW,AL,AGF,AGA,AGDW,AGDL,AW%,AD%
07/06/2020,2019,Larisa,Asteras Tripolis,2.5,3.0,3.0,1.0,2.0,A,1,2,6,6,1,0,38,23,1,3,4,9,0,1,38,23
06/06/2020,2019,Aris,OFI Crete,1.72,3.4,5.0,3.0,1.0,H,3,2,8,5,0,0,54,15,1,3,4,12,0,2,54,15
06/06/2020,2019,Panionios,Volos NFC,2.05,3.4,3.6,1.0,0.0,H,1,2,3,4,0,0,23,31,1,2,4,7,0,1,23,31
01/03/2020,2019,Xanthi,PAOK,11.0,8.0,1.14,1.0,1.0,D,1,1,4,4,0,0,33,33,3,2,7,7,0,0,33,33
01/03/2020,2019,Panionios,AEK,5.5,3.8,1.53,1.0,1.0,D,1,3,2,5,0,0,25,25,3,1,5,2,0,0,25,25
01/03/2020,2019,Panathinaikos,Volos NFC,1.36,4.5,7.0,4.0,1.0,H,4,0,11,1,2,0,58,17,1,2,3,7,0,1,58,17
01/03/2020,2019,Olympiakos,Panetolikos,1.08,11.0,13.0,2.0,0.0,H,5,0,16,4,2,0,92,8,0,3,5,10,0,0,92,8
01/03/2020,2019,OFI Crete,Lamia,1.2,6.0,11.0,3.0,0.0,H,1,2,3,4,0,0,58,17,1,1,3,3,0,0,58,17
01/03/2020,2019,Larisa,Asteras Tripolis,3.8,3.5,1.83,3.0,0.0,H,1,2,5,6,0,0,33,25,1,3,5,8,0,0,33,25
01/03/2020,2019,Aris,Atromitos,2.0,3.3,3.2,1.0,2.0,A,4,1,11,3,1,0,58,17,1,4,2,10,0,2,58,17
23/02/2020,2019,PAOK,Olympiakos,2.15,3.2,3.5,0.0,1.0,A,5,0,14,2,2,0,83,17,3,0,6,0,1,0,83,17
23/02/2020,2019,AEK,OFI Crete,1.44,4.0,9.5,3.0,0.0,H,4,0,9,2,1,0,67,25,1,3,4,11,0,1,67,25
23/02/2020,2019,Volos NFC,Larisa,2.75,3.0,2.75,0.0,0.0,D,1,3,3,7,0,0,42,17,0,3,2,9,0,2,42,17
23/02/2020,2019,Atromitos,Xanthi,1.8,3.2,5.0,1.0,0.0,H,1,2,3,4,0,0,33,33,1,3,4,10,0,1,33,33
23/02/2020,2019,Panetolikos,Panionios,1.83,3.4,4.5,1.0,0.0,H,2,1,6,3,0,0,17,42,0,5,0,13,0,2,17,42
22/02/2020,2019,Lamia,Aris,4.0,3.2,2.0,2.0,2.0,D,0,2,1,6,0,1,25,58,0,2,3,7,0,0,25,58
22/02/2020,2019,Asteras Tripolis,Panathinaikos,2.87,3.1,2.55,1.0,1.0,D,4,0,12,2,1,0,50,25,2,2,4,3,0,0,50,25
17/02/2020,2019,OFI Crete,Atromitos,1.85,3.3,4.5,1.0,0.0,H,1,2,5,5,0,0,55,18,2,3,4,10,0,2,55,18
16/02/2020,2019,Aris,AEK,2.9,3.1,2.5,0.0,1.0,A,4,0,12,3,1,0,64,18,3,1,5,2,0,0,64,18
16/02/2020,2019,Xanthi,Lamia,2.1,3.1,3.8,0.0,0.0,D,1,2,4,5,0,0,36,27,1,2,3,5,0,0,36,27
16/02/2020,2019,Volos NFC,Asteras Tripolis,2.75,3.1,2.62,0.0,1.0,A,2,2,5,7,0,0,45,18,0,4,4,9,0,0,45,18
16/02/2020,2019,Panathinaikos,Panetolikos,1.36,4.5,9.0,3.0,1.0,H,4,0,10,0,2,0,55,18,0,3,4,10,0,1,55,18
15/02/2020,2019,Olympiakos,Panionios,1.1,9.0,21.0,4.0,0.0,H,4,0,13,5,1,0,91,9,0,5,1,11,0,1,91,9
15/02/2020,2019,Larisa,PAOK,9.5,4.2,1.4,1.0,2.0,A,1,2,5,6,0,0,36,27,3,2,8,6,1,0,36,27
10/02/2020,2019,Panetolikos,Volos NFC,1.85,3.5,4.2,1.0,1.0,D,2,2,5,5,0,1,18,36,1,3,3,8,0,1,18,36
09/02/2020,2019,AEK,Panathinaikos,1.75,3.4,5.0,1.0,0.0,H,4,0,13,2,2,0,64,27,2,1,5,3,0,0,64,27
09/02/2020,2019,PAOK,OFI Crete,1.16,7.5,13.0,4.0,0.0,H,5,0,12,2,1,0,82,18,1,3,5,9,0,0,82,18
09/02/2020,2019,Atromitos,Olympiakos,9.5,4.5,1.36,0.0,1.0,A,1,1,5,5,0,0,36,36,3,0,10,0,2,0,36,36
09/02/2020,2019,Asteras Tripolis,Aris,2.5,3.0,3.0,1.0,1.0,D,4,1,11,6,1,1,55,18,0,3,3,9,0,0,55,18
08/02/2020,2019,Lamia,Larisa,2.45,3.1,3.0,0.0,0.0,D,1,2,3,7,0,1,27,55,0,3,3,10,0,2,27,55
08/02/2020,2019,Panionios,Xanthi,2.1,3.25,3.5,0.0,0.0,D,2,3,5,5,1,0,27,18,1,4,4,12,0,1,27,18
02/02/2020,2019,Panathinaikos,PAOK,3.75,3.1,2.1,2.0,0.0,H,4,0,9,0,2,0,50,20,3,1,9,5,1,0,50,20
02/02/2020,2019,Atromitos,AEK,4.2,3.1,2.0,0.0,1.0,A,2,0,7,5,0,0,40,40,2,2,4,3,0,0,40,40
02/02/2020,2019,Asteras Tripolis,Panetolikos,1.72,3.4,5.25,2.0,1.0,H,3,1,10,6,1,1,50,20,0,3,5,11,0,1,50,20
02/02/2020,2019,Aris,Panionios,1.4,4.2,9.0,2.0,0.0,H,4,0,12,4,1,0,60,20,0,5,1,14,0,2,60,20
01/02/2020,2019,Olympiakos,Xanthi,1.12,8.0,21.0,3.0,1.0,H,4,0,12,4,1,0,90,10,1,4,3,10,0,1,90,10
01/02/2020,2019,Volos NFC,Lamia,2.2,3.2,3.4,1.0,0.0,H,1,2,5,8,0,0,40,20,1,1,4,5,0,0,40,20
01/02/2020,2019,OFI Crete,Larisa,1.9,3.3,4.2,0.0,0.0,D,2,2,6,5,0,0,60,10,0,4,3,11,0,2,60,10
27/01/2020,2019,Lamia,Asteras Tripolis,2.25,3.0,3.2,1.0,1.0,D,2,2,3,6,0,1,30,50,0,5,4,10,0,0,30,50
27/01/2020,2019,PAOK,Volos NFC,1.1,8.5,15.0,1.0,0.0,H,5,0,12,2,1,0,80,20,1,2,3,7,0,1,80,20
26/01/2020,2019,AEK,Olympiakos,3.25,3.2,2.2,0.0,0.0,D,4,0,14,3,2,0,70,20,4,0,13,0,3,0,70,20
26/01/2020,2019,Panetolikos,Aris,3.75,3.1,2.1,2.0,0.0,H,1,3,3,8,0,2,10,40,0,2,5,9,0,0,10,40
26/01/2020,2019,Xanthi,OFI Crete,2.62,3.2,2.5,2.0,2.0,D,2,2,3,3,0,0,40,20,1,4,4,9,0,0,40,20
26/01/2020,2019,Panionios,Atromitos,2.9,3.3,2.4,1.0,0.0,H,1,3,5,6,1,0,20,20,2,3,4,10,0,2,20,20
25/01/2020,2019,Larisa,Panathinaikos,3.4,3.1,2.25,0.0,2.0,A,2,1,7,5,0,0,40,30,1,1,3,3,0,0,40,30
23/01/2020,2019,Aris,Xanthi,1.44,3.8,9.0,1.0,0.0,H,4,0,13,4,1,0,56,22,1,4,3,11,0,1,56,22
23/01/2020,2019,Lamia,PAOK,8.0,4.5,1.4,0.0,1.0,A,3,1,4,5,0,1,33,56,3,1,9,5,1,0,33,56
23/01/2020,2019,Asteras Tripolis,Panionios,1.57,3.5,7.0,2.0,0.0,H,2,1,8,6,1,1,44,22,1,4,3,13,0,2,44,22
22/01/2020,2019,Panathinaikos,Atromitos,1.7,3.5,5.25,3.0,0.0,H,4,0,9,2,1,0,44,22,2,3,4,9,0,1,44,22
22/01/2020,2019,Volos NFC,AEK,5.25,3.6,1.7,1.0,3.0,A,2,1,7,7,0,0,44,22,1,3,3,5,0,0,44,22
22/01/2020,2019,OFI Crete,Olympiakos,6.5,3.5,1.6,0.0,1.0,A,2,2,6,5,0,0,67,11,3,0,13,1,3,0,67,11
22/01/2020,2019,Larisa,Panetolikos,1.75,3.5,4.75,2.0,2.0,D,2,2,5,6,0,1,44,22,0,4,3,11,0,1,44,22
19/01/2020,2019,Olympiakos,Aris,1.22,5.5,16.0,4.0,2.0,H,4,0,10,2,1,0,89,11,0,1,4,6,0,0,89,11
19/01/2020,2019,PAOK,Asteras Tripolis,1.2,6.0,17.0,3.0,1.0,H,4,0,11,3,1,0,78,22,0,4,4,8,0,0,78,22
19/01/2020,2019,Atromitos,Volos NFC,1.5,3.6,7.5,0.0,0.0,D,3,0,11,5,1,0,44,33,1,3,3,8,0,1,44,33
19/01/2020,2019,AEK,Larisa,1.4,4.33,8.0,3.0,0.0,H,4,0,14,5,1,0,67,22,1,3,5,9,0,1,67,22
19/01/2020,2019,Xanthi,Panathinaikos,4.33,3.0,2.0,0.0,1.0,A,2,2,4,4,0,0,44,22,0,1,4,5,0,0,44,22
18/01/2020,2019,Panetolikos,Lamia,2.37,3.0,3.25,1.0,1.0,D,1,3,2,7,0,2,11,33,2,1,6,4,1,0,11,33
18/01/2020,2019,Panionios,OFI Crete,3.1,3.1,2.4,1.0,2.0,A,1,2,5,5,1,0,22,22,0,5,4,11,0,0,22,22
12/01/2020,2019,PAOK,AEK,1.5,4.6,5.5,1.0,0.0,H,4,0,13,3,2,0,75,25,1,3,3,6,0,0,75,25
12/01/2020,2019,Panathinaikos,Panionios,1.4,4.0,10.0,3.0,0.0,H,3,1,7,4,0,0,38,25,1,4,3,14,0,2,38,25
12/01/2020,2019,Lamia,Olympiakos,10.0,4.75,1.33,0.0,4.0,A,3,0,4,1,0,0,38,62,2,0,9,1,2,0,38,62
12/01/2020,2019,Asteras Tripolis,OFI Crete,2.25,3.2,3.3,2.0,0.0,H,2,1,10,7,2,1,38,25,0,5,5,11,0,0,38,25
11/01/2020,2019,Panetolikos,Atromitos,3.25,3.2,2.3,0.0,1.0,A,1,2,3,7,0,2,12,38,1,4,5,12,0,1,12,38
11/01/2020,2019,Larisa,Aris,3.0,3.25,2.37,0.0,0.0,D,3,2,8,8,0,1,50,12,0,1,5,7,0,0,50,12
11/01/2020,2019,Volos NFC,Xanthi,1.95,3.1,4.33,1.0,3.0,A,2,1,6,6,0,0,50,25,1,4,1,10,0,1,50,25
05/01/2020,2019,Olympiakos,Panathinaikos,1.33,5.0,9.0,1.0,0.0,H,4,0,11,3,1,0,88,12,1,0,5,4,0,0,88,12
05/01/2020,2019,Xanthi,Larisa,2.3,3.2,3.2,2.0,1.0,H,1,2,2,3,0,0,38,25,1,2,6,9,0,1,38,25
05/01/2020,2019,Panionios,Lamia,2.3,3.25,3.1,0.0,1.0,A,1,2,5,5,1,0,25,25,1,2,6,8,1,1,25,25
05/01/2020,2019,AEK,Panetolikos,1.25,5.75,11.0,3.0,1.0,H,4,0,14,6,1,0,62,25,0,3,2,8,0,1,62,25
04/01/2020,2019,Atromitos,Asteras Tripolis,1.8,3.6,4.33,2.0,1.0,H,2,1,9,5,1,0,38,38,1,3,4,6,0,0,38,38
04/01/2020,2019,Aris,PAOK,3.8,3.2,2.05,4.0,2.0,H,3,1,10,4,1,0,50,25,4,0,9,1,1,0,50,25
04/01/2020,2019,OFI Crete,Volos NFC,1.36,4.33,10.0,1.0,2.0,A,3,1,7,3,0,0,75,12,0,4,3,10,0,1,75,12
23/12/2019,2019,PAOK,Atromitos,1.25,5.25,9.5,5.0,1.0,H,3,0,10,4,1,0,71,29,2,3,7,9,0,0,71,29
22/12/2019,2019,Panathinaikos,Aris,2.1,3.1,3.5,0.0,0.0,D,3,2,7,5,0,0,43,14,1,1,6,7,0,0,43,14
22/12/2019,2019,Volos NFC,Olympiakos,10.0,5.0,1.25,0.0,0.0,D,2,2,8,9,0,0,57,14,3,0,11,2,2,0,57,14
22/12/2019,2019,Panetolikos,OFI Crete,2.9,3.0,2.4,2.0,0.0,H,0,2,3,9,0,2,0,43,0,5,5,10,0,0,0,43
22/12/2019,2019,Larisa,Panionios,1.83,3.2,4.2,2.0,0.0,H,2,2,6,8,0,1,43,14,1,4,4,16,0,3,43,14
21/12/2019,2019,Lamia,AEK,6.5,3.6,1.53,0.0,0.0,D,3,0,5,2,0,0,43,57,1,3,3,6,0,0,43,57
21/12/2019,2019,Asteras Tripolis,Xanthi,1.7,3.5,4.5,5.0,0.0,H,1,2,6,9,1,1,29,29,1,4,1,8,0,1,29,29
19/12/2019,2019,Panionios,PAOK,9.0,5.0,1.33,0.0,2.0,A,1,2,5,4,1,0,29,29,4,0,9,2,1,0,29,29
19/12/2019,2019,Aris,Volos NFC,1.33,5.0,9.0,4.0,0.0,H,2,2,8,7,0,0,43,29,0,4,4,9,0,0,43,29
18/12/2019,2019,Atromitos,Lamia,1.72,3.25,5.5,1.0,1.0,D,3,1,10,4,1,0,43,29,1,3,5,10,1,2,43,29
18/12/2019,2019,AEK,Asteras Tripolis,1.33,5.0,9.0,2.0,1.0,H,3,0,14,7,1,0,57,29,1,3,4,7,0,0,57,29
18/12/2019,2019,Olympiakos,Larisa,1.18,7.0,13.0,4.0,1.0,H,4,0,9,2,0,0,86,14,2,1,8,7,0,0,86,14
18/12/2019,2019,OFI Crete,Panathinaikos,2.7,3.0,2.8,1.0,1.0,D,4,1,10,3,1,0,86,0,2,0,5,3,0,0,86,0
18/12/2019,2019,Xanthi,Panetolikos,2.0,3.2,4.0,0.0,0.0,D,1,3,2,4,0,0,43,14,0,4,2,10,0,1,43,14
15/12/2019,2019,Panetolikos,PAOK,7.5,5.0,1.36,0.0,3.0,A,0,2,3,7,0,1,0,50,3,0,8,4,0,0,0,50
15/12/2019,2019,Asteras Tripolis,Olympiakos,6.0,4.0,1.53,0.0,5.0,A,2,1,8,5,1,0,33,33,2,0,7,3,1,0,33,33
15/12/2019,2019,Volos NFC,Panionios,1.9,3.5,4.0,2.0,1.0,H,2,2,7,8,0,0,50,17,1,3,4,15,0,3,50,17
15/12/2019,2019,Larisa,Atromitos,2.45,3.1,3.0,1.0,2.0,A,3,1,8,6,1,1,50,17,1,4,6,10,0,0,50,17
14/12/2019,2019,Xanthi,AEK,4.75,3.4,1.8,0.0,1.0,A,2,2,5,4,0,0,50,17,1,3,3,6,0,0,50,17
14/12/2019,2019,Panathinaikos,Lamia,1.53,3.6,7.5,2.0,0.0,H,2,2,6,6,0,0,33,17,1,3,5,10,1,2,33,17
14/12/2019,2019,OFI Crete,Aris,2.45,3.1,3.0,3.0,1.0,H,4,1,10,3,1,0,83,0,1,0,7,6,0,0,83,0
08/12/2019,2019,Volos NFC,Panathinaikos,4.5,3.4,1.83,1.0,1.0,D,3,2,7,7,0,0,60,0,2,1,4,6,0,1,60,0
08/12/2019,2019,Atromitos,Aris,2.5,3.0,3.0,2.0,2.0,D,3,2,10,5,1,0,50,17,1,1,5,5,0,0,50,17
08/12/2019,2019,Asteras Tripolis,Larisa,2.1,3.1,3.75,1.0,1.0,D,2,2,9,7,1,0,40,20,2,2,7,7,0,0,40,20
08/12/2019,2019,Lamia,OFI Crete,2.5,3.0,3.0,2.0,1.0,H,2,0,5,3,0,0,33,67,1,4,7,9,0,0,33,67
07/12/2019,2019,Panetolikos,Olympiakos,10.0,4.75,1.33,0.0,3.0,A,0,2,4,6,0,0,0,60,2,0,5,3,0,0,0,60
07/12/2019,2019,AEK,Panionios,1.28,5.5,10.0,5.0,0.0,H,3,0,11,7,0,0,50,33,1,3,5,12,0,2,50,33
07/12/2019,2019,PAOK,Xanthi,1.16,6.5,19.0,2.0,0.0,H,3,0,10,5,1,0,67,33,2,3,3,7,0,1,67,33
01/12/2019,2019,Olympiakos,PAOK,1.83,3.5,4.33,1.0,1.0,D,5,0,13,1,1,0,100,0,4,0,10,5,0,0,100,0
01/12/2019,2019,Xanthi,Atromitos,2.75,3.1,2.62,1.0,0.0,H,2,2,6,5,0,0,40,20,1,3,8,11,0,0,40,20
01/12/2019,2019,Aris,Lamia,1.33,4.5,11.0,1.0,1.0,D,3,2,11,6,1,0,50,17,1,4,4,11,1,2,50,17
01/12/2019,2019,Panathinaikos,Asteras Tripolis,1.6,3.6,6.0,1.0,0.0,H,1,3,6,9,0,0,20,20,1,3,5,8,0,0,20,20
30/11/2019,2019,OFI Crete,AEK,3.1,3.4,2.25,1.0,0.0,H,4,1,12,4,1,0,80,0,2,2,6,7,0,0,80,0
30/11/2019,2019,Panionios,Panetolikos,2.0,3.4,3.75,3.0,0.0,H,1,2,3,4,0,0,17,33,0,4,3,10,0,0,17,33
30/11/2019,2019,Larisa,Volos NFC,1.83,3.25,4.75,2.0,1.0,H,2,2,6,6,1,1,40,20,0,4,3,12,0,1,40,20
24/11/2019,2019,PAOK,Larisa,1.22,5.75,13.0,1.0,0.0,H,3,0,11,6,1,0,60,40,2,1,8,7,0,0,60,40
24/11/2019,2019,Atromitos,OFI Crete,1.9,3.2,4.0,2.0,1.0,H,2,2,9,5,1,0,40,20,1,3,7,8,0,0,40,20
23/11/2019,2019,Lamia,Xanthi,2.37,3.0,3.25,1.0,0.0,H,1,0,5,4,0,0,20,80,3,2,5,7,0,1,20,80
10/11/2019,2019,Aris,Asteras Tripolis,1.5,3.8,8.0,2.0,1.0,H,2,2,10,6,1,0,40,20,1,3,4,7,0,0,40,20
21/04/2019,2018,Xanthi,Apollon,1.16,6.5,17.0,2.0,0.0,H,0,3,2,6,0,0,29,29,1,4,3,10,0,1,29,29
21/04/2019,2018,PAOK,Levadeiakos,1.07,10.0,29.0,5.0,0.0,H,4,0,12,3,2,0,93,7,1,3,1,5,0,0,93,7
21/04/2019,2018,Panionios,Giannina,6.5,3.3,1.65,2.0,1.0,H,4,1,5,1,0,0,50,21,1,3,3,4,0,0,50,21
21/04/2019,2018,Panetolikos,Aris,3.6,3.2,2.1,1.0,2.0,A,2,2,9,9,1,1,43,29,2,2,6,7,1,1,43,29
21/04/2019,2018,OFI Crete,Asteras Tripolis,1.75,3.1,5.75,1.0,1.0,D,2,1,4,3,0,0,36,36,1,2,3,3,0,0,36,36
21/04/2019,2018,Atromitos,Panathinaikos,1.85,3.2,4.75,2.0,0.0,H,3,1,7,3,1,0,62,23,1,2,3,4,0,0,62,23
21/04/2019,2018,AEK,Larisa,1.4,4.2,9.0,0.0,1.0,A,3,0,8,2,1,0,71,21,0,2,3,5,0,0,71,21
14/04/2019,2018,Olympiakos,Xanthi,1.16,7.0,15.0,4.0,0.0,H,5,0,19,4,4,0,86,7,0,1,1,2,0,0,86,7
14/04/2019,2018,Levadeiakos,Panionios,2.2,3.0,3.8,1.0,2.0,A,2,1,3,3,0,0,31,23,0,4,1,14,0,3,31,23
14/04/2019,2018,Larisa,PAOK,7.5,4.5,1.4,1.0,1.0,D,2,1,5,3,0,0,46,31,4,0,12,4,1,0,46,31
14/04/2019,2018,Lamia,AEK,4.33,3.0,2.0,2.0,2.0,D,3,1,6,5,0,0,46,31,3,2,7,7,0,1,46,31
14/04/2019,2018,Giannina,Asteras Tripolis,2.55,2.9,3.1,0.0,0.0,D,2,1,2,2,0,0,38,31,1,3,3,4,0,0,38,31
14/04/2019,2018,Aris,Atromitos,2.05,3.1,4.0,0.0,2.0,A,4,0,12,2,1,0,62,15,2,2,5,6,0,1,62,15
14/04/2019,2018,Apollon,Panetolikos,5.25,3.6,1.7,0.0,1.0,A,0,4,2,12,0,1,8,23,1,4,2,11,0,3,8,23
08/04/2019,2018,Atromitos,Apollon,1.12,7.5,21.0,1.0,0.0,H,3,1,10,5,1,0,58,25,1,4,3,10,0,1,58,25
07/04/2019,2018,Xanthi,AEK,4.2,3.1,2.0,1.0,3.0,A,0,3,1,4,0,0,31,31,3,2,8,6,1,1,31,31
07/04/2019,2018,PAOK,Lamia,1.1,8.5,26.0,3.0,0.0,H,4,0,13,3,2,0,92,8,1,1,4,3,0,0,92,8
07/04/2019,2018,Asteras Tripolis,Levadeiakos,1.4,4.0,10.0,0.0,0.0,D,1,2,4,6,1,1,38,23,1,4,1,6,0,0,38,23
06/04/2019,2018,Panionios,Larisa,1.95,3.1,4.33,1.0,0.0,H,3,2,4,3,0,0,46,23,0,2,3,8,0,1,46,23
06/04/2019,2018,OFI Crete,Giannina,2.0,3.0,4.33,1.0,0.0,H,1,1,4,4,0,0,31,38,1,3,4,5,0,0,31,38
01/04/2019,2018,Apollon,Panathinaikos,12.0,4.0,1.36,1.0,3.0,A,0,3,1,9,0,1,8,25,1,2,1,3,0,0,8,25
31/03/2019,2018,Xanthi,PAOK,13.0,4.2,1.33,1.0,2.0,A,1,2,2,3,0,0,33,33,4,0,13,3,2,0,33,33
31/03/2019,2018,Olympiakos,Atromitos,1.33,4.5,11.0,2.0,1.0,H,5,0,21,3,5,0,85,8,2,1,5,5,0,1,85,8
31/03/2019,2018,Aris,OFI Crete,1.53,3.6,7.5,3.0,1.0,H,4,0,10,1,1,0,58,17,0,4,2,12,0,2,58,17
31/03/2019,2018,AEK,Panetolikos,1.36,4.5,9.0,4.0,0.0,H,3,0,5,2,0,0,69,23,1,3,4,9,0,2,69,23
30/03/2019,2018,Levadeiakos,Giannina,2.37,2.9,3.3,0.0,2.0,A,2,1,3,3,0,0,33,25,0,4,2,6,0,0,33,25
30/03/2019,2018,Larisa,Asteras Tripolis,2.87,2.75,2.87,2.0,1.0,H,2,1,6,2,1,0,42,33,1,3,2,5,0,1,42,33
30/03/2019,2018,Lamia,Panionios,2.25,3.0,3.5,1.0,0.0,H,3,1,7,6,0,0,42,33,0,4,1,16,0,4,42,33
18/03/2019,2018,Aris,Apollon,1.16,6.0,23.0,5.0,0.0,H,3,1,6,3,0,0,55,18,1,4,3,8,0,1,55,18
17/03/2019,2018,Panionios,Xanthi,1.8,3.25,5.0,1.0,0.0,H,2,2,4,4,0,0,42,25,0,0,3,3,0,0,42,25
17/03/2019,2018,OFI Crete,Levadeiakos,1.72,3.3,5.5,2.0,0.0,H,1,1,5,4,1,0,25,42,1,3,1,4,0,0,25,42
17/03/2019,2018,Atromitos,AEK,3.2,2.87,2.5,0.0,1.0,A,3,1,11,6,1,0,64,27,2,2,7,6,1,1,64,27
16/03/2019,2018,Panetolikos,PAOK,9.0,4.2,1.4,1.0,2.0,A,2,1,8,3,1,0,50,33,4,0,13,3,2,0,50,33
16/03/2019,2018,Giannina,Larisa,1.9,3.1,4.5,0.0,0.0,D,2,2,3,4,0,0,42,25,0,2,4,9,0,1,42,25
16/03/2019,2018,Asteras Tripolis,Lamia,1.65,3.4,6.5,0.0,0.0,D,1,3,4,9,1,2,42,17,1,2,4,6,0,1,42,17
11/03/2019,2018,Panetolikos,Panionios,2.15,2.87,4.0,5.0,0.0,H,2,1,5,4,0,0,45,36,0,3,2,12,0,3,45,36
10/03/2019,2018,PAOK,Atromitos,1.4,4.2,9.0,3.0,0.0,H,4,0,13,3,2,0,92,8,2,1,6,4,0,0,92,8
10/03/2019,2018,Olympiakos,Aris,1.28,5.75,9.0,4.0,1.0,H,5,0,20,2,5,0,83,8,2,1,5,2,1,0,83,8
10/03/2019,2018,Larisa,Levadeiakos,1.95,3.0,4.5,2.0,0.0,H,1,1,4,2,1,0,36,36,1,2,2,3,0,0,36,36
10/03/2019,2018,Lamia,Giannina,2.1,3.0,3.9,1.0,1.0,D,4,1,7,5,0,0,45,27,0,5,1,7,0,0,45,27
10/03/2019,2018,Apollon,OFI Crete,3.4,2.9,2.1,0.0,0.0,D,1,3,2,9,0,1,9,18,0,4,3,13,0,2,9,18
09/03/2019,2018,Xanthi,Asteras Tripolis,2.5,2.8,3.2,0.0,0.0,D,1,2,3,4,0,0,36,27,2,3,4,5,0,1,36,27
09/03/2019,2018,AEK,Panathinaikos,1.61,3.3,7.0,0.0,0.0,D,4,0,8,2,1,0,75,17,1,3,1,4,0,0,75,17
04/03/2019,2018,Apollon,Olympiakos,23.0,6.0,1.16,0.0,2.0,A,1,2,3,8,0,1,10,20,3,1,8,5,0,0,10,20
03/03/2019,2018,Panathinaikos,PAOK,4.5,3.3,1.85,0.0,2.0,A,3,0,10,4,1,0,70,30,4,0,12,3,2,0,70,30
03/03/2019,2018,OFI Crete,Larisa,2.05,3.1,4.0,0.0,0.0,D,1,1,6,5,1,0,27,36,0,3,5,11,0,1,27,36
03/03/2019,2018,Levadeiakos,Lamia,2.25,2.8,3.8,1.0,1.0,D,2,2,3,4,0,0,36,18,1,3,3,7,0,1,36,18
03/03/2019,2018,Atromitos,Panionios,1.44,3.8,9.0,3.0,0.0,H,2,1,9,7,0,0,60,30,0,3,3,12,0,2,60,30
03/03/2019,2018,Asteras Tripolis,Panetolikos,1.66,3.5,5.5,3.0,0.0,H,1,3,3,10,0,2,36,18,2,2,6,7,0,1,36,18
02/03/2019,2018,Giannina,Xanthi,2.15,2.8,4.2,0.0,0.0,D,2,3,3,8,0,1,45,18,0,1,3,4,0,0,45,18
02/03/2019,2018,Aris,AEK,3.4,2.8,2.4,2.0,0.0,H,2,1,5,4,0,0,50,20,2,2,8,6,1,1,50,20
25/02/2019,2018,Panetolikos,Giannina,2.1,3.1,3.75,1.0,0.0,H,2,1,6,5,0,0,40,40,0,5,2,8,0,0,40,40
25/02/2019,2018,Olympiakos,OFI Crete,1.16,7.0,15.0,5.0,1.0,H,5,0,17,2,4,0,82,9,0,4,3,10,0,1,82,9
24/02/2019,2018,PAOK,Aris,1.4,4.0,10.0,1.0,1.0,D,5,0,14,3,2,0,100,0,2,2,6,5,1,0,100,0
24/02/2019,2018,Panionios,Panathinaikos,3.1,2.87,2.55,2.0,0.0,H,2,2,3,4,0,0,36,27,1,3,2,5,0,0,36,27
24/02/2019,2018,Lamia,Larisa,2.2,2.87,3.8,2.0,1.0,H,3,2,5,5,0,0,40,30,0,3,4,11,0,1,40,30
23/02/2019,2018,Xanthi,Levadeiakos,1.9,3.2,4.33,0.0,1.0,A,1,2,3,4,0,0,40,30,0,3,1,5,0,0,40,30
23/02/2019,2018,Asteras Tripolis,Atromitos,2.25,2.9,3.6,1.0,1.0,D,2,3,3,9,0,2,40,10,2,2,6,5,0,0,40,10
23/02/2019,2018,AEK,Apollon,1.12,7.5,23.0,2.0,1.0,H,4,0,8,1,1,0,73,18,1,4,3,8,0,1,73,18
18/02/2019,2018,OFI Crete,Lamia,2.05,3.1,4.0,1.0,3.0,A,2,0,8,3,1,0,30,40,0,4,0,7,0,1,30,40
18/02/2019,2018,Apollon,PAOK,12.0,5.5,1.25,1.0,5.0,A,1,2,3,5,0,0,11,22,3,0,8,3,1,0,11,22
17/02/2019,2018,Olympiakos,AEK,1.8,3.2,5.0,4.0,1.0,H,4,0,14,2,3,0,80,10,2,1,7,2,1,0,80,10
17/02/2019,2018,Levadeiakos,Panetolikos,2.5,2.9,3.1,1.0,0.0,H,1,3,2,6,0,0,30,20,2,2,7,8,0,1,30,20
17/02/2019,2018,Larisa,Xanthi,2.15,2.9,4.0,1.0,1.0,D,2,1,7,3,1,0,40,30,0,2,2,5,0,0,40,30
17/02/2019,2018,Aris,Panionios,1.66,3.6,5.5,1.0,1.0,D,2,2,4,4,0,0,56,11,0,4,4,15,0,2,56,11
16/02/2019,2018,Panathinaikos,Asteras Tripolis,1.9,3.1,4.5,1.0,0.0,H,2,0,9,4,1,0,67,33,2,2,4,4,0,1,67,33
16/02/2019,2018,Giannina,Atromitos,3.2,2.9,2.45,0.0,2.0,A,3,2,6,7,0,1,50,20,1,3,4,6,0,0,50,20
11/02/2019,2018,Panetolikos,Larisa,2.05,3.2,3.75,2.0,2.0,D,2,1,5,4,0,0,44,33,0,3,3,10,0,1,44,33
11/02/2019,2018,Asteras Tripolis,Aris,2.25,2.9,3.6,0.0,3.0,A,3,2,5,6,0,1,44,11,2,2,5,6,0,0,44,11
10/02/2019,2018,PAOK,Olympiakos,2.3,3.0,3.4,3.0,1.0,H,5,0,13,2,2,0,100,0,4,0,9,3,0,0,100,0
