Date,Season,Home Team,Away Team,1,X,2,HG,AG,Result,HW,HL,HGF,HGA,HGDW,HGDL,HW%,HD%,AW,AL,AGF,AGA,AGDW,AGDL,AW%,AD%
11/05/2022,2021,PAOK,Aris,1.95,3.25,4.33,0.0,1.0,A,2,1,5,4,0,0,56,25,2,3,5,6,0,0,56,25
08/05/2022,2021,Aris,Olympiakos,1.66,3.4,5.0,0.0,1.0,A,3,0,6,1,1,0,50,38,2,2,5,5,0,0,50,38
08/05/2022,2021,AEK,Panathinaikos,1.95,3.0,3.6,0.0,0.0,D,2,2,6,5,0,0,53,7,2,1,5,1,1,0,53,7
08/05/2022,2021,Giannina,PAOK,4.0,3.0,1.9,1.0,0.0,H,2,1,6,4,0,0,44,31,2,2,5,4,0,0,44,31
08/05/2022,2021,OFI Crete,Asteras Tripolis,2.4,3.1,2.62,1.0,0.0,H,2,3,7,7,0,0,31,31,2,2,6,7,0,1,31,31
07/05/2022,2021,Panetolikos,Volos NFC,1.95,3.4,4.2,0.0,0.0,D,1,2,4,5,0,0,25,25,0,2,5,7,0,0,25,25
07/05/2022,2021,Atromitos,Ionikos,2.1,3.2,3.8,0.0,1.0,A,3,1,6,4,0,0,40,20,4,0,11,7,0,0,40,20
07/05/2022,2021,Apollon,Lamia,2.75,2.8,3.0,0.0,0.0,D,1,2,2,6,0,1,13,47,2,3,4,6,0,1,13,47
04/05/2022,2021,PAOK,Olympiakos,2.6,3.2,2.8,1.0,2.0,A,3,0,6,3,0,0,60,27,2,2,6,4,1,0,60,27
02/05/2022,2021,Ionikos,Apollon,2.75,3.1,2.7,5.0,1.0,H,1,2,7,7,1,1,29,36,2,3,4,9,0,1,29,36
02/05/2022,2021,Asteras Tripolis,Lamia,1.9,3.1,4.75,0.0,2.0,A,1,3,6,8,0,0,47,13,1,4,2,8,0,1,47,13
01/05/2022,2021,PAOK,AEK,2.25,3.1,3.5,1.0,1.0,D,3,0,6,3,0,0,64,21,1,2,5,8,0,1,64,21
01/05/2022,2021,Panathinaikos,Aris,2.05,2.9,4.33,1.0,0.0,H,4,0,9,2,1,0,69,19,3,2,7,5,0,0,69,19
01/05/2022,2021,Olympiakos,Giannina,1.33,5.0,10.0,3.0,2.0,H,4,0,11,3,1,0,80,20,1,2,1,3,0,0,80,20
30/04/2022,2021,Volos NFC,Atromitos,2.37,3.25,3.1,1.0,1.0,D,1,2,4,4,1,0,40,13,2,2,5,6,0,1,40,13
30/04/2022,2021,OFI Crete,Panetolikos,2.15,3.3,3.5,0.0,1.0,A,3,2,10,8,0,0,33,33,2,2,7,7,0,0,33,33
18/04/2022,2021,Giannina,AEK,5.25,3.4,1.75,2.0,3.0,A,3,0,6,1,0,0,47,33,0,3,3,8,0,1,47,33
17/04/2022,2021,Panathinaikos,Olympiakos,3.0,3.1,2.5,1.0,0.0,H,3,1,8,3,1,0,67,20,2,1,7,4,1,0,67,20
17/04/2022,2021,Aris,PAOK,2.37,3.0,3.4,1.0,0.0,H,2,0,5,1,1,0,47,40,2,1,5,3,0,0,47,40
17/04/2022,2021,Lamia,Ionikos,1.85,3.4,4.5,0.0,1.0,A,1,4,4,9,0,0,14,21,3,0,11,8,0,0,14,21
17/04/2022,2021,Atromitos,OFI Crete,2.0,3.25,4.0,1.0,1.0,D,3,1,7,5,0,0,43,14,1,2,5,7,0,0,43,14
16/04/2022,2021,Panetolikos,Asteras Tripolis,2.4,3.1,3.2,0.0,0.0,D,2,2,5,5,0,0,27,20,2,3,6,9,0,1,27,20
16/04/2022,2021,Apollon,Volos NFC,2.1,3.25,3.6,1.0,1.0,D,1,3,1,7,0,1,14,43,1,2,6,6,0,0,14,43
10/04/2022,2021,AEK,Aris,1.9,3.4,4.33,1.0,2.0,A,3,1,8,3,1,0,57,7,2,2,5,4,0,0,57,7
10/04/2022,2021,Giannina,Panathinaikos,4.0,3.2,2.05,0.0,0.0,D,3,0,7,2,0,0,50,29,2,2,6,3,1,0,50,29
09/04/2022,2021,Panetolikos,Atromitos,2.45,3.0,3.2,2.0,3.0,A,2,2,3,3,0,0,29,21,1,3,3,6,0,1,29,21
09/04/2022,2021,Asteras Tripolis,Ionikos,1.9,3.4,4.33,2.0,3.0,A,2,2,5,5,0,0,50,14,2,1,9,8,0,0,50,14
09/04/2022,2021,OFI Crete,Apollon,1.83,3.5,4.5,1.0,2.0,A,3,2,11,10,0,0,36,36,1,4,2,11,0,2,36,36
09/04/2022,2021,Volos NFC,Lamia,3.3,3.4,2.2,3.0,0.0,H,0,3,1,8,0,1,36,14,1,4,3,8,0,0,36,14
03/04/2022,2021,Olympiakos,AEK,1.66,4.0,5.0,1.0,1.0,D,5,0,13,3,1,0,86,14,1,3,4,7,0,1,86,14
03/04/2022,2021,Panathinaikos,PAOK,2.55,3.1,3.0,2.0,1.0,H,2,1,6,2,1,0,64,21,3,0,6,1,0,0,64,21
03/04/2022,2021,Aris,Giannina,1.57,3.8,6.5,0.0,0.0,D,2,1,5,3,1,0,50,36,1,3,1,5,0,0,50,36
02/04/2022,2021,Apollon,Panetolikos,2.87,3.1,2.6,1.0,0.0,H,0,3,0,7,0,1,8,46,3,1,9,7,0,0,8,46
02/04/2022,2021,Ionikos,Volos NFC,2.2,3.2,3.5,2.0,2.0,D,2,2,7,6,1,1,31,31,2,2,6,5,0,0,31,31
02/04/2022,2021,Asteras Tripolis,Atromitos,2.0,3.5,4.0,0.0,0.0,D,3,2,6,5,0,0,54,8,1,3,4,7,0,1,54,8
02/04/2022,2021,Lamia,OFI Crete,2.15,3.25,3.5,1.0,2.0,A,2,3,5,8,0,0,15,23,0,3,3,9,0,1,15,23
20/03/2022,2021,AEK,PAOK,2.0,3.3,4.0,0.0,1.0,A,3,1,9,4,1,0,62,8,3,0,9,1,1,0,62,8
20/03/2022,2021,Aris,Panathinaikos,2.15,3.1,3.8,0.0,0.0,D,3,1,7,4,1,0,54,31,2,3,8,6,1,0,54,31
20/03/2022,2021,Giannina,Olympiakos,5.75,3.4,1.72,1.0,1.0,D,4,0,7,1,0,0,54,23,2,1,6,3,1,0,54,23
19/03/2022,2021,Panetolikos,Lamia,2.0,3.3,4.2,1.0,2.0,A,2,2,2,3,0,0,31,23,0,4,1,7,0,0,31,23
19/03/2022,2021,Volos NFC,Asteras Tripolis,2.8,3.2,2.62,0.0,2.0,A,1,2,2,6,0,1,38,15,2,3,5,9,0,1,38,15
19/03/2022,2021,Atromitos,Apollon,1.65,3.75,5.75,1.0,0.0,H,3,1,9,6,0,0,38,15,1,4,2,12,0,2,38,15
19/03/2022,2021,OFI Crete,Ionikos,2.05,3.25,4.0,2.0,3.0,A,3,1,10,8,0,0,38,38,1,2,6,7,0,0,38,38
13/03/2022,2021,PAOK,Giannina,1.36,4.2,10.0,1.0,0.0,H,3,0,8,3,1,0,62,23,1,3,1,6,0,0,62,23
13/03/2022,2021,Panathinaikos,AEK,2.1,3.3,3.6,1.0,1.0,D,3,1,7,1,1,0,69,15,2,3,5,6,0,1,69,15
13/03/2022,2021,Olympiakos,Aris,1.61,3.7,6.0,2.0,1.0,H,5,0,13,2,1,0,85,15,2,2,4,4,0,0,85,15
06/03/2022,2021,Volos NFC,Giannina,3.4,3.4,2.15,0.0,0.0,D,2,2,5,7,0,1,42,8,1,3,2,7,0,0,42,8
06/03/2022,2021,OFI Crete,Apollon,1.5,3.8,8.5,2.0,0.0,H,2,1,9,9,0,0,33,42,1,4,2,11,0,2,33,42
06/03/2022,2021,Lamia,PAOK,5.75,3.6,1.65,0.0,2.0,A,2,3,5,8,0,0,17,25,3,0,11,1,2,0,17,25
06/03/2022,2021,Ionikos,Panetolikos,2.3,2.9,3.6,1.0,2.0,A,2,2,6,5,1,1,33,33,2,2,7,8,0,0,33,33
06/03/2022,2021,Atromitos,Panathinaikos,4.0,3.1,2.05,0.0,2.0,A,3,1,9,6,0,0,42,17,2,3,7,6,1,0,42,17
06/03/2022,2021,Aris,Olympiakos,3.5,2.75,2.5,2.0,1.0,H,2,1,5,3,1,0,50,33,2,0,5,1,1,0,50,33
06/03/2022,2021,AEK,Asteras Tripolis,1.72,3.6,5.0,2.0,1.0,H,2,2,8,5,1,0,58,8,2,3,6,10,0,1,58,8
03/03/2022,2021,Atromitos,Volos NFC,1.75,3.6,4.75,2.0,1.0,H,2,2,7,8,0,1,36,18,2,2,5,4,0,0,36,18
02/03/2022,2021,AEK,PAOK,2.37,3.3,3.1,1.0,1.0,D,2,3,8,6,1,0,64,0,3,1,12,3,2,0,64,0
02/03/2022,2021,Olympiakos,Asteras Tripolis,1.36,4.5,10.0,5.0,1.0,H,5,0,9,1,0,0,83,17,2,3,5,6,0,0,83,17
28/02/2022,2021,Giannina,Lamia,1.83,3.25,5.0,1.0,0.0,H,3,1,6,5,0,1,50,25,0,4,1,7,0,0,50,25
28/02/2022,2021,Apollon,Atromitos,2.6,3.0,3.1,0.0,2.0,A,0,3,0,8,0,2,8,50,0,4,3,9,0,1,8,50
27/02/2022,2021,Panathinaikos,AEK,2.6,3.2,2.8,3.0,0.0,H,3,1,6,1,0,0,67,17,3,2,6,3,0,0,67,17
27/02/2022,2021,Olympiakos,OFI Crete,1.33,4.75,12.0,2.0,0.0,H,5,0,8,1,0,0,82,18,1,2,6,7,1,1,82,18
27/02/2022,2021,PAOK,Ionikos,1.3,4.75,12.0,1.0,1.0,D,4,0,9,2,1,0,67,17,1,3,5,7,0,0,67,17
26/02/2022,2021,Panetolikos,Volos NFC,2.3,3.2,3.3,0.0,0.0,D,3,2,4,4,0,0,33,17,2,2,7,6,0,0,33,17
26/02/2022,2021,Asteras Tripolis,Aris,2.55,3.0,3.1,0.0,2.0,A,4,1,7,3,0,0,58,8,1,2,3,5,0,0,58,8
23/02/2022,2021,Ionikos,Apollon,1.95,3.25,4.2,4.0,0.0,H,1,3,2,6,0,1,27,36,1,4,2,8,0,1,27,36
23/02/2022,2021,Aris,Atromitos,1.5,4.2,6.5,3.0,0.0,H,2,1,3,3,0,0,45,36,0,4,3,8,0,0,45,36
23/02/2022,2021,Lamia,Asteras Tripolis,2.75,3.1,2.75,0.0,2.0,A,2,2,7,8,0,0,18,27,1,3,4,7,0,0,18,27
20/02/2022,2021,Aris,PAOK,2.87,3.2,2.55,0.0,0.0,D,3,1,4,3,0,0,50,30,3,2,12,5,2,0,50,30
20/02/2022,2021,AEK,Giannina,1.65,3.8,5.5,2.0,0.0,H,2,3,7,6,1,0,60,0,1,3,2,7,0,0,60,0
20/02/2022,2021,Volos NFC,Olympiakos,7.0,4.0,1.53,0.0,1.0,A,2,2,6,8,0,1,45,9,2,0,7,1,2,0,45,9
20/02/2022,2021,Lamia,Apollon,2.0,3.2,4.2,1.0,2.0,A,2,2,6,7,0,0,20,30,0,5,1,11,0,2,20,30
19/02/2022,2021,Panetolikos,Panathinaikos,4.5,3.25,1.9,1.0,0.0,H,2,2,5,6,0,0,27,18,2,3,8,8,1,0,27,18
19/02/2022,2021,Atromitos,Asteras Tripolis,3.2,3.1,2.45,2.0,0.0,H,2,2,9,9,1,1,30,20,1,2,5,6,0,0,30,20
19/02/2022,2021,Ionikos,OFI Crete,2.8,3.0,2.8,0.0,0.0,D,2,3,5,8,0,1,30,30,1,3,6,8,1,1,30,30
16/02/2022,2021,Apollon,Panathinaikos,6.0,4.0,1.53,0.0,3.0,A,0,2,0,5,0,1,9,55,1,4,5,9,0,0,9,55
16/02/2022,2021,Atromitos,OFI Crete,2.6,3.25,2.7,2.0,2.0,D,3,2,9,7,1,1,33,11,2,3,6,7,1,1,33,11
16/02/2022,2021,Panetolikos,Lamia,2.15,3.1,3.6,1.0,0.0,H,2,2,5,6,0,0,20,20,0,4,2,8,0,0,20,20
14/02/2022,2021,Giannina,Aris,2.9,3.1,2.6,2.0,0.0,H,3,1,7,7,0,1,45,27,1,2,3,4,0,0,45,27
13/02/2022,2021,Olympiakos,AEK,1.83,3.5,4.5,1.0,0.0,H,5,0,9,2,0,0,80,20,3,1,6,2,0,0,80,20
13/02/2022,2021,PAOK,Atromitos,1.33,5.0,10.0,1.0,0.0,H,4,0,11,4,1,0,64,18,0,4,5,13,0,1,64,18
13/02/2022,2021,Panathinaikos,Lamia,1.4,4.2,10.0,2.0,0.0,H,3,1,6,1,0,0,64,18,0,3,2,6,0,0,64,18
13/02/2022,2021,OFI Crete,Volos NFC,1.9,3.5,4.2,2.0,1.0,H,1,2,8,11,0,0,27,45,2,2,8,7,0,0,27,45
12/02/2022,2021,Asteras Tripolis,Ionikos,1.61,3.6,6.5,2.0,3.0,A,5,0,6,0,0,0,64,9,0,3,4,7,0,0,64,9
12/02/2022,2021,Apollon,Panetolikos,2.8,3.1,2.7,0.0,0.0,D,0,2,0,5,0,1,10,50,2,3,7,9,0,0,10,50
10/02/2022,2021,Atromitos,Lamia,2.05,3.1,4.0,3.0,1.0,H,2,3,6,8,1,1,25,12,1,2,2,3,0,0,25,12
06/02/2022,2021,PAOK,Panathinaikos,1.95,3.4,4.2,2.0,1.0,H,4,0,11,4,1,0,60,20,2,3,7,8,0,0,60,20
06/02/2022,2021,Ionikos,Olympiakos,9.0,4.75,1.36,0.0,3.0,A,2,2,6,6,0,0,33,33,2,0,7,2,1,0,33,33
06/02/2022,2021,AEK,Apollon,1.28,5.5,11.0,3.0,0.0,H,1,4,6,9,0,0,56,0,0,5,1,9,0,1,56,0
05/02/2022,2021,Panetolikos,Giannina,2.8,3.0,2.8,0.0,1.0,A,2,2,6,7,0,0,22,22,1,3,2,7,0,0,22,22
05/02/2022,2021,Aris,Volos NFC,1.53,4.2,6.5,0.0,2.0,A,3,1,4,6,0,1,56,33,1,3,7,9,0,0,56,33
02/02/2022,2021,Apollon,PAOK,7.5,4.0,1.5,0.0,2.0,A,0,1,2,5,0,1,11,56,3,2,13,6,2,0,11,56
02/02/2022,2021,Volos NFC,Ionikos,1.8,3.4,5.0,1.0,1.0,D,2,3,5,9,0,1,50,0,0,4,4,8,0,0,50,0
02/02/2022,2021,Aris,AEK,2.8,3.0,2.75,2.0,1.0,H,3,1,7,6,1,1,50,38,4,0,7,1,0,0,50,38
02/02/2022,2021,Olympiakos,Panetolikos,1.25,6.0,13.0,3.0,1.0,H,5,0,7,1,0,0,78,22,3,2,8,7,0,0,78,22
02/02/2022,2021,OFI Crete,Panathinaikos,3.6,3.0,2.25,3.0,2.0,H,1,2,7,10,0,0,20,50,2,3,6,7,0,0,20,50
02/02/2022,2021,Asteras Tripolis,Giannina,1.85,3.2,5.0,2.0,0.0,H,4,0,4,0,0,0,60,10,2,2,7,5,1,0,60,10
30/01/2022,2021,PAOK,Olympiakos,2.6,3.2,2.8,1.0,1.0,D,4,1,10,4,1,0,67,11,3,0,9,3,1,0,67,11
30/01/2022,2021,AEK,Volos NFC,1.33,5.5,8.5,1.0,2.0,A,2,3,7,8,0,0,62,0,0,3,6,9,0,0,62,0
30/01/2022,2021,Panetolikos,Aris,3.4,3.1,2.3,0.0,2.0,A,2,2,7,7,0,0,25,25,1,2,2,4,0,0,25,25
30/01/2022,2021,Giannina,Apollon,1.8,3.5,4.75,2.0,0.0,H,2,2,6,9,0,1,40,30,0,5,2,11,0,2,40,30
29/01/2022,2021,Ionikos,Atromitos,2.62,3.1,2.87,2.0,1.0,H,1,2,5,6,0,0,25,38,0,4,4,13,0,1,25,38
29/01/2022,2021,Panathinaikos,Asteras Tripolis,1.83,3.4,4.75,0.0,1.0,A,4,0,8,0,0,0,70,20,1,2,5,6,0,0,70,20
29/01/2022,2021,Lamia,OFI Crete,2.8,3.0,2.7,2.0,1.0,H,1,3,5,9,0,0,11,33,3,2,7,5,1,1,11,33
24/01/2022,2021,Asteras Tripolis,Apollon,1.55,3.9,6.5,1.0,0.0,H,4,0,9,2,1,0,56,11,0,4,2,10,0,2,56,11
23/01/2022,2021,Olympiakos,Giannina,1.33,5.0,9.5,2.0,0.0,H,5,0,7,2,0,0,75,25,2,2,7,4,1,0,75,25
23/01/2022,2021,Volos NFC,PAOK,4.5,3.6,1.8,0.0,4.0,A,2,3,6,7,0,0,56,0,2,3,10,8,1,0,56,0
23/01/2022,2021,Atromitos,AEK,5.5,3.6,1.66,0.0,2.0,A,2,2,7,7,1,1,29,14,3,0,7,3,0,0,29,14
23/01/2022,2021,Aris,Lamia,1.61,3.6,6.0,0.0,0.0,D,3,1,7,6,1,1,57,29,1,2,2,3,0,0,57,29
22/01/2022,2021,Ionikos,Panathinaikos,4.0,3.5,1.9,0.0,1.0,A,1,2,6,7,0,0,29,43,1,3,5,7,0,0,29,43
22/01/2022,2021,OFI Crete,Panetolikos,1.95,3.5,3.8,2.0,4.0,A,2,1,7,6,0,0,22,56,2,3,4,7,0,0,22,56
16/01/2022,2021,Panathinaikos,Olympiakos,4.33,3.3,1.95,0.0,0.0,D,4,1,9,3,0,0,78,11,4,0,11,4,1,0,78,11
16/01/2022,2021,Giannina,Atromitos,1.95,3.3,4.2,1.0,1.0,D,3,2,8,8,1,1,44,22,0,4,5,14,0,1,44,22
16/01/2022,2021,AEK,Panetolikos,1.33,5.25,9.0,1.0,2.0,A,3,2,9,6,1,0,71,0,1,4,2,9,0,1,71,0
15/01/2022,2021,PAOK,OFI Crete,1.4,5.0,8.0,3.0,0.0,H,4,1,11,5,1,0,62,12,3,1,7,2,1,0,62,12
15/01/2022,2021,Apollon,Aris,4.2,3.5,1.85,0.0,0.0,D,1,1,3,5,0,1,12,50,2,2,4,5,0,0,12,50
15/01/2022,2021,Lamia,Ionikos,2.2,3.2,3.5,2.0,1.0,H,0,3,5,10,0,0,0,38,0,4,3,7,0,0,0,38
15/01/2022,2021,Asteras Tripolis,Volos NFC,1.8,3.5,4.75,1.0,0.0,H,3,1,8,3,1,0,50,12,0,2,10,12,0,0,50,12
12/01/2022,2021,PAOK,Panetolikos,1.28,5.75,10.0,2.0,0.0,H,3,1,13,9,1,0,57,14,1,4,3,12,0,2,57,14
12/01/2022,2021,Apollon,OFI Crete,2.5,3.2,2.8,0.0,3.0,A,1,1,3,3,0,0,14,57,3,1,6,3,0,0,14,57
09/01/2022,2021,Volos NFC,Panathinaikos,3.6,3.3,2.1,3.0,1.0,H,1,4,5,10,0,0,43,0,1,3,4,5,0,0,43,0
08/01/2022,2021,OFI Crete,Giannina,2.4,3.1,3.2,1.0,1.0,D,2,1,6,5,0,0,25,50,2,2,7,4,1,0,25,50
05/01/2022,2021,Panathinaikos,Aris,2.05,3.25,3.8,2.0,0.0,H,3,1,7,3,0,0,75,12,2,2,5,5,0,0,75,12
05/01/2022,2021,Apollon,Olympiakos,11.0,5.0,1.33,0.0,0.0,D,1,1,3,3,0,0,17,50,5,0,13,5,1,0,17,50
05/01/2022,2021,Lamia,AEK,7.0,3.8,1.55,0.0,2.0,A,0,3,5,9,0,0,0,43,3,0,8,4,0,0,0,43
04/01/2022,2021,Asteras Tripolis,OFI Crete,1.85,3.3,4.75,1.0,0.0,H,3,1,9,4,1,0,43,14,3,0,7,3,0,0,43,14
20/12/2021,2021,Aris,Ionikos,1.44,4.2,7.5,1.0,0.0,H,3,1,7,6,1,1,50,33,1,3,6,9,0,1,50,33
20/12/2021,2021,AEK,OFI Crete,1.36,4.75,8.0,1.0,2.0,A,4,1,9,4,1,0,83,0,2,0,5,2,0,0,83,0
19/12/2021,2021,PAOK,Asteras Tripolis,1.5,4.2,6.5,3.0,2.0,H,3,1,12,7,1,0,50,17,1,2,4,5,0,0,50,17
19/12/2021,2021,Panathinaikos,Giannina,1.66,3.75,5.5,2.0,0.0,H,3,1,9,4,1,0,71,14,2,1,7,2,1,0,71,14
19/12/2021,2021,Olympiakos,Lamia,1.15,7.5,15.0,1.0,0.0,H,4,0,6,2,0,0,71,29,2,1,4,3,0,0,71,29
18/12/2021,2021,Panetolikos,Atromitos,2.5,3.25,2.9,2.0,1.0,H,1,3,6,9,0,0,14,29,0,4,4,15,0,2,14,29
16/12/2021,2021,Ionikos,AEK,6.0,4.33,1.53,0.0,1.0,A,1,1,6,6,0,0,33,50,3,0,10,5,0,0,33,50
16/12/2021,2021,OFI Crete,Aris,2.87,3.5,2.4,1.0,1.0,D,2,2,6,7,0,0,29,43,3,2,5,4,0,0,29,43
15/12/2021,2021,Atromitos,Olympiakos,7.0,4.5,1.4,0.0,3.0,A,2,2,8,7,1,0,33,17,5,0,12,5,0,0,33,17
15/12/2021,2021,Lamia,Volos NFC,2.45,3.5,2.8,2.0,2.0,D,0,3,5,9,0,0,0,33,0,3,9,15,0,1,0,33
15/12/2021,2021,Giannina,PAOK,3.8,3.6,1.95,0.0,4.0,A,2,2,9,7,1,0,43,29,2,3,9,9,0,0,43,29
14/12/2021,2021,Asteras Tripolis,Panetolikos,1.57,3.8,6.0,1.0,0.0,H,2,2,8,6,1,0,33,17,1,3,5,13,0,2,33,17
12/12/2021,2021,Olympiakos,Aris,1.45,4.5,7.0,1.0,0.0,H,4,0,9,3,1,0,67,33,4,1,8,4,0,0,67,33
12/12/2021,2021,PAOK,Lamia,1.2,6.5,17.0,2.0,1.0,H,2,2,10,7,1,0,40,20,2,1,3,2,0,0,40,20
11/12/2021,2021,Panetolikos,Ionikos,2.3,3.4,3.1,2.0,2.0,D,1,4,5,9,0,0,17,17,1,3,4,7,0,1,17,17
11/12/2021,2021,Asteras Tripolis,AEK,3.9,3.4,2.0,0.0,0.0,D,2,3,8,7,1,0,40,0,3,1,10,7,0,0,40,0
11/12/2021,2021,Panathinaikos,Atromitos,1.44,4.5,7.5,2.0,0.0,H,3,1,12,5,2,0,67,17,0,4,4,16,0,3,67,17
11/12/2021,2021,Giannina,Volos NFC,2.2,3.3,3.4,3.0,2.0,H,1,2,7,6,1,0,33,33,1,2,10,13,0,1,33,33
06/12/2021,2021,Lamia,Giannina,2.6,3.1,2.87,0.0,1.0,A,0,3,6,10,0,0,0,40,2,1,7,2,1,0,0,40
05/12/2021,2021,Aris,Asteras Tripolis,1.7,3.4,5.75,1.0,0.0,H,2,1,6,6,1,1,40,40,1,1,4,4,0,0,40,40
05/12/2021,2021,AEK,Panathinaikos,1.85,3.2,5.0,1.0,0.0,H,4,1,11,4,2,0,80,0,1,3,4,5,0,0,80,0
05/12/2021,2021,Ionikos,PAOK,7.5,4.0,1.5,3.0,2.0,H,1,1,4,4,0,0,20,60,3,2,9,7,0,0,20,60
04/12/2021,2021,OFI Crete,Olympiakos,7.5,4.33,1.45,1.0,3.0,A,2,1,5,4,0,0,33,50,5,0,11,5,0,0,33,50
04/12/2021,2021,Volos NFC,Panetolikos,1.9,3.4,4.33,1.0,2.0,A,2,3,7,8,1,0,50,0,1,3,5,13,0,2,50,0
04/12/2021,2021,Atromitos,Apollon,1.95,3.2,4.5,4.0,1.0,H,1,3,5,8,0,0,20,20,0,4,2,13,0,3,20,20
28/11/2021,2021,OFI Crete,Ionikos,1.75,3.6,5.0,2.0,1.0,H,1,1,6,6,0,0,20,60,1,3,3,8,0,2,20,60
27/11/2021,2021,Giannina,AEK,4.33,3.6,1.85,1.0,2.0,A,2,1,7,4,1,0,40,40,2,1,11,9,0,0,40,40
27/11/2021,2021,Apollon,Lamia,2.55,3.1,2.9,0.0,0.0,D,1,2,4,6,0,0,20,40,2,2,4,4,0,0,20,40
19/05/2021,2020,Giannina,Apollon,2.15,2.9,4.0,0.0,2.0,A,3,2,4,3,0,0,25,25,0,3,3,8,0,0,25,25
16/05/2021,2020,PAOK,Asteras Tripolis,1.33,4.5,8.0,0.0,1.0,A,3,0,9,3,0,0,65,35,0,3,4,9,0,0,65,35
16/05/2021,2020,Panathinaikos,Olympiakos,4.75,3.6,1.65,1.0,4.0,A,2,2,8,6,1,0,47,29,2,1,9,5,1,0,47,29
16/05/2021,2020,AEK,Aris,2.15,3.2,3.2,0.0,0.0,D,2,2,8,9,0,1,41,29,1,2,5,7,0,0,41,29
15/05/2021,2020,OFI Crete,Panetolikos,1.5,3.8,6.0,2.0,2.0,D,1,3,6,9,0,0,20,27,1,3,3,6,0,0,20,27
15/05/2021,2020,Atromitos,Volos NFC,1.95,3.4,3.4,1.0,0.0,H,0,1,3,4,0,0,25,44,1,1,3,3,0,0,25,44
15/05/2021,2020,Apollon,Lamia,2.15,3.3,3.1,0.0,1.0,A,2,1,3,3,0,0,25,19,3,1,6,4,1,1,25,19
12/05/2021,2020,Olympiakos,PAOK,1.9,3.4,3.5,1.0,0.0,H,5,0,10,1,1,0,94,6,2,2,5,7,0,1,94,6
12/05/2021,2020,Asteras Tripolis,AEK,4.0,3.2,1.85,1.0,1.0,D,0,1,4,5,0,0,41,41,2,3,5,7,0,0,41,41
12/05/2021,2020,Aris,Panathinaikos,1.9,3.3,3.8,0.0,0.0,D,2,2,5,5,0,0,53,18,0,2,4,7,0,0,53,18
09/05/2021,2020,Panathinaikos,AEK,2.3,3.1,3.0,0.0,1.0,A,2,1,9,6,1,0,50,31,1,3,5,8,0,0,50,31
09/05/2021,2020,Asteras Tripolis,Olympiakos,4.5,3.4,1.72,0.0,0.0,D,1,1,6,6,0,0,44,38,3,1,11,6,1,0,44,38
09/05/2021,2020,PAOK,Aris,1.61,3.25,6.0,2.0,0.0,H,3,0,11,3,1,0,62,38,1,1,6,6,0,0,62,38
08/05/2021,2020,Volos NFC,Larisa,2.37,3.4,2.62,3.0,1.0,H,2,1,6,4,0,0,31,38,3,1,7,4,0,0,31,38
08/05/2021,2020,Panetolikos,Atromitos,1.75,3.0,5.25,1.0,3.0,A,3,2,4,5,0,1,33,20,0,3,2,7,0,1,33,20
08/05/2021,2020,Lamia,OFI Crete,7.0,3.5,1.5,0.0,2.0,A,1,0,3,2,0,0,20,40,1,2,2,3,0,0,20,40
05/05/2021,2020,AEK,PAOK,2.62,3.0,2.62,1.0,2.0,A,2,1,9,9,0,1,44,31,1,3,4,8,0,1,44,31
05/05/2021,2020,Panathinaikos,Asteras Tripolis,1.66,3.4,5.0,2.0,2.0,D,3,1,9,5,1,0,53,27,0,3,4,9,0,0,53,27
05/05/2021,2020,Aris,Olympiakos,2.0,3.6,3.2,1.0,1.0,D,3,2,7,4,1,0,56,12,3,2,11,7,1,0,56,12
26/04/2021,2020,Apollon,Volos NFC,2.3,3.0,3.0,0.0,0.0,D,2,2,3,4,0,0,27,13,2,1,4,3,0,0,27,13
25/04/2021,2020,Olympiakos,AEK,1.53,4.0,6.0,2.0,0.0,H,4,0,9,2,1,0,94,6,2,2,9,8,0,0,94,6
25/04/2021,2020,PAOK,Panathinaikos,1.45,3.8,7.0,0.0,0.0,D,3,0,13,5,1,0,67,33,0,3,4,8,0,0,67,33
24/04/2021,2020,Atromitos,Lamia,2.3,2.62,3.3,0.0,0.0,D,0,2,5,7,0,0,27,40,3,2,6,8,1,2,27,40
24/04/2021,2020,Larisa,OFI Crete,2.15,3.1,3.3,0.0,1.0,A,1,3,5,9,0,0,7,43,0,3,1,4,0,0,7,43
24/04/2021,2020,Giannina,Panetolikos,2.7,3.1,2.5,0.0,1.0,A,3,2,4,4,0,0,27,27,0,3,2,6,0,0,27,27
21/04/2021,2020,AEK,Panathinaikos,1.85,3.4,4.33,1.0,1.0,D,2,2,8,10,0,1,47,27,1,3,6,9,0,0,47,27
21/04/2021,2020,Aris,PAOK,2.8,3.2,2.5,0.0,1.0,A,3,1,7,3,1,0,60,13,1,3,5,8,0,1,60,13
21/04/2021,2020,Olympiakos,Asteras Tripolis,1.22,6.0,13.0,1.0,0.0,H,4,0,11,2,2,0,93,7,1,2,5,8,0,0,93,7
19/04/2021,2020,Lamia,Larisa,2.45,2.75,3.4,0.0,0.0,D,2,0,4,2,0,0,21,36,3,1,8,5,0,0,21,36
18/04/2021,2020,PAOK,Olympiakos,2.37,3.2,3.1,2.0,0.0,H,3,0,16,5,2,0,64,36,4,1,14,6,1,0,64,36
