Date,Season,Home Team,Away Team,1,X,2,HG,AG,Result
02/11/13,2013,Panathinaikos,Olympiakos,6.0,3.6,1.62,0.0,1.0,A
02/11/13,2013,PAOK,Ergotelis,1.33,4.75,10.0,2.0,1.0,H
03/11/13,2013,Apollon,Veria,2.5,3.0,3.0,0.0,0.0,D
03/11/13,2013,Kallonis,Panionios,3.0,3.1,2.45,3.0,2.0,H
03/11/13,2013,Levadeiakos,Xanthi,2.55,3.0,2.9,2.0,0.0,H
03/11/13,2013,OFI,Aris,2.0,3.2,4.0,2.0,0.0,H
03/11/13,2013,Panthrakikos,Asteras Tripolis,2.75,3.1,2.63,1.0,1.0,D
04/11/13,2013,Atromitos,Panetolikos,1.5,3.6,8.0,1.0,1.0,D
09/11/13,2013,Aris,Panathinaikos,3.4,3.2,2.2,0.0,2.0,A
09/11/13,2013,Giannina,OFI,1.83,3.25,4.75,2.0,1.0,H
09/11/13,2013,Platanias,Apollon,2.0,3.2,4.0,2.0,0.0,H
10/11/13,2013,Ergotelis,Panthrakikos,2.2,3.1,3.5,3.0,1.0,H
10/11/13,2013,Olympiakos,PAOK,1.6,3.6,6.0,4.0,0.0,H
10/11/13,2013,Panetolikos,Levadeiakos,1.75,3.4,5.0,2.0,1.0,H
10/11/13,2013,Panionios,Atromitos,4.0,3.3,1.95,2.0,1.0,H
10/11/13,2013,Veria,Kallonis,1.85,3.3,4.6,0.0,3.0,A
11/11/13,2013,Asteras Tripolis,Xanthi,1.62,3.6,6.0,2.0,2.0,D
23/11/13,2013,Apollon,OFI,2.3,3.1,3.25,0.0,1.0,A
23/11/13,2013,Atromitos,Veria,1.29,5.0,11.0,1.0,0.0,H
23/11/13,2013,Panthrakikos,Olympiakos,13.0,5.25,1.25,1.0,4.0,A
24/11/13,2013,Ergotelis,Asteras Tripolis,2.7,3.0,2.8,0.0,1.0,A
24/11/13,2013,Kallonis,Platanias,2.4,3.1,3.1,1.0,0.0,H
24/11/13,2013,Panathinaikos,Giannina,1.75,3.5,4.75,3.0,1.0,H
24/11/13,2013,PAOK,Aris,1.22,6.0,13.0,3.0,1.0,H
24/11/13,2013,Xanthi,Panetolikos,2.2,3.2,3.4,3.0,1.0,H
25/11/13,2013,Levadeiakos,Panionios,,,,2.0,0.0,H
30/11/13,2013,Apollon,Panathinaikos,5.5,3.4,1.7,1.0,1.0,D
30/11/13,2013,Asteras Tripolis,Panetolikos,1.73,3.6,4.75,3.0,0.0,H
30/11/13,2013,Platanias,Atromitos,3.4,3.2,2.2,1.0,1.0,D
01/12/13,2013,Aris,Panthrakikos,2.1,3.1,3.75,2.0,2.0,D
01/12/13,2013,OFI,Kallonis,1.75,3.4,5.0,3.0,1.0,H
01/12/13,2013,Olympiakos,Ergotelis,1.17,6.5,17.0,3.0,0.0,H
01/12/13,2013,Panionios,Xanthi,3.1,3.1,2.4,0.0,0.0,D
01/12/13,2013,Veria,Levadeiakos,2.0,3.1,4.1,4.0,3.0,H
02/12/13,2013,Giannina,PAOK,4.75,3.3,1.8,0.0,2.0,A
07/12/13,2013,Ergotelis,Aris,1.85,3.4,4.33,3.0,3.0,D
07/12/13,2013,Levadeiakos,Platanias,1.95,3.2,4.2,2.0,0.0,H
07/12/13,2013,Olympiakos,Asteras Tripolis,1.14,7.5,19.0,2.0,0.0,H
08/12/13,2013,Atromitos,OFI,1.57,3.6,6.5,3.0,0.0,H
08/12/13,2013,Kallonis,Panathinaikos,6.5,3.6,1.57,0.0,4.0,A
08/12/13,2013,Panthrakikos,Giannina,2.4,3.1,3.1,2.0,0.0,H
08/12/13,2013,PAOK,Apollon,1.14,7.0,21.0,0.0,0.0,D
08/12/13,2013,Xanthi,Veria,1.67,3.5,5.5,3.0,0.0,H
09/12/13,2013,Panetolikos,Panionios,1.57,3.6,6.5,0.0,0.0,D
14/12/13,2013,Giannina,Ergotelis,1.91,3.25,4.33,2.0,0.0,H
14/12/13,2013,Panathinaikos,Atromitos,2.05,3.25,3.75,1.0,2.0,A
14/12/13,2013,Platanias,Xanthi,2.3,3.1,3.3,3.0,0.0,H
15/12/13,2013,Apollon,Panthrakikos,2.5,3.1,2.9,3.0,2.0,H
15/12/13,2013,Aris,Olympiakos,15.0,6.5,1.18,0.0,2.0,A
15/12/13,2013,Asteras Tripolis,Panionios,1.25,5.0,15.0,1.0,0.0,H
15/12/13,2013,Kallonis,PAOK,11.0,4.5,1.33,2.0,5.0,A
15/12/13,2013,OFI,Levadeiakos,1.57,3.6,6.5,1.0,0.0,H
15/12/13,2013,Veria,Panetolikos,2.3,3.1,3.3,1.0,0.0,H
18/12/13,2013,Atromitos,PAOK,3.1,3.1,2.38,1.0,1.0,D
18/12/13,2013,Ergotelis,Apollon,1.62,3.6,6.0,2.0,2.0,D
18/12/13,2013,Levadeiakos,Panathinaikos,4.33,3.5,1.83,0.0,4.0,A
18/12/13,2013,Olympiakos,Giannina,1.11,9.0,21.0,3.0,2.0,H
18/12/13,2013,Panetolikos,Platanias,1.83,3.25,4.75,3.0,0.0,H
18/12/13,2013,Panthrakikos,Kallonis,1.33,5.0,8.5,2.0,0.0,H
18/12/13,2013,Xanthi,OFI,1.91,3.25,4.33,2.0,1.0,H
19/12/13,2013,Aris,Asteras Tripolis,3.4,3.2,2.2,1.0,1.0,D
19/12/13,2013,Panionios,Veria,2.3,3.1,3.25,2.0,1.0,H
21/12/13,2013,Apollon,Olympiakos,19.0,7.5,1.14,0.0,5.0,A
21/12/13,2013,Atromitos,Panthrakikos,1.45,3.8,8.5,3.0,1.0,H
21/12/13,2013,OFI,Panetolikos,1.7,3.4,5.5,2.0,1.0,H
22/12/13,2013,Asteras Tripolis,Veria,1.25,5.0,15.0,0.0,0.0,D
22/12/13,2013,Kallonis,Ergotelis,3.1,3.25,2.25,0.0,0.0,D
22/12/13,2013,Panathinaikos,Xanthi,1.67,3.5,5.5,2.0,1.0,H
22/12/13,2013,PAOK,Levadeiakos,1.14,7.0,19.0,3.0,0.0,H
22/12/13,2013,Platanias,Panionios,1.57,3.6,6.5,1.0,0.0,H
23/12/13,2013,Giannina,Aris,1.62,3.5,6.25,2.0,1.0,H
04/01/14,2013,Ergotelis,Atromitos,3.4,3.1,2.25,0.0,1.0,A
04/01/14,2013,Giannina,Asteras Tripolis,2.3,3.0,3.4,0.0,2.0,A
04/01/14,2013,Olympiakos,Kallonis,1.05,12.0,34.0,4.0,0.0,H
05/01/14,2013,Panetolikos,Panathinaikos,3.6,3.25,2.1,1.0,0.0,H
05/01/14,2013,Panionios,OFI,2.38,3.1,3.1,0.0,0.0,D
05/01/14,2013,Panthrakikos,Levadeiakos,1.62,3.6,6.0,1.0,0.0,H
05/01/14,2013,Veria,Platanias,1.62,3.6,6.0,2.0,2.0,D
05/01/14,2013,Xanthi,PAOK,5.0,3.5,1.73,1.0,2.0,A
06/01/14,2013,Aris,Apollon,1.75,3.4,5.0,0.0,2.0,A
11/01/14,2013,Levadeiakos,Ergotelis,2.15,3.2,3.5,2.0,0.0,H
11/01/14,2013,OFI,Veria,1.7,3.5,5.25,0.0,1.0,A
11/01/14,2013,Panathinaikos,Panionios,1.25,5.5,12.0,1.0,0.0,H
12/01/14,2013,Apollon,Giannina,2.38,3.2,3.0,4.0,0.0,H
12/01/14,2013,Asteras Tripolis,Platanias,1.45,3.75,9.0,3.0,0.0,H
12/01/14,2013,Atromitos,Olympiakos,5.5,3.8,1.62,0.0,0.0,D
12/01/14,2013,Panthrakikos,Xanthi,2.2,3.25,3.3,2.0,1.0,H
12/01/14,2013,PAOK,Panetolikos,1.22,6.0,12.0,1.0,0.0,H
13/01/14,2013,Kallonis,Aris,3.1,3.4,2.25,3.0,1.0,H
18/01/14,2013,Olympiakos,Levadeiakos,1.06,11.0,31.0,2.0,0.0,H
18/01/14,2013,Panetolikos,Panthrakikos,1.75,3.4,5.0,3.0,1.0,H
18/01/14,2013,Panionios,PAOK,7.5,3.8,1.5,2.0,0.0,H
19/01/14,2013,Apollon,Asteras Tripolis,3.4,3.0,2.3,1.0,2.0,A
19/01/14,2013,Aris,Atromitos,4.2,3.1,2.0,0.0,0.0,D
19/01/14,2013,Ergotelis,Xanthi,2.55,2.9,3.0,2.0,2.0,D
19/01/14,2013,Giannina,Kallonis,1.5,3.8,7.5,1.0,2.0,A
19/01/14,2013,Veria,Panathinaikos,3.75,3.1,2.1,1.0,3.0,A
20/01/14,2013,Platanias,OFI,2.2,3.1,3.5,0.0,2.0,A
25/01/14,2013,Atromitos,Giannina,1.5,3.75,7.5,1.0,0.0,H
25/01/14,2013,Kallonis,Apollon,2.45,3.2,2.88,0.0,0.0,D
25/01/14,2013,Panathinaikos,Platanias,1.44,3.8,9.0,1.0,0.0,H
26/01/14,2013,Asteras Tripolis,OFI,1.44,4.0,8.5,0.0,0.0,D
26/01/14,2013,Levadeiakos,Aris,1.91,3.3,4.2,4.0,3.0,H
26/01/14,2013,Panthrakikos,Panionios,1.73,3.5,5.0,4.0,1.0,H
26/01/14,2013,PAOK,Veria,1.29,5.0,12.0,4.0,1.0,H
26/01/14,2013,Xanthi,Olympiakos,10.0,4.75,1.33,0.0,2.0,A
27/01/14,2013,Ergotelis,Panetolikos,2.25,3.1,3.4,0.0,1.0,A
01/02/14,2013,Aris,Xanthi,2.1,3.1,3.75,1.0,1.0,D
01/02/14,2013,Giannina,Levadeiakos,1.83,3.1,5.0,2.0,1.0,H
01/02/14,2013,OFI,Panathinaikos,3.75,3.1,2.1,1.0,1.0,D
02/02/14,2013,Apollon,Atromitos,4.75,3.2,1.83,2.0,3.0,A
02/02/14,2013,Kallonis,Asteras Tripolis,4.5,3.1,1.91,0.0,2.0,A
02/02/14,2013,Olympiakos,Panetolikos,1.18,7.0,13.0,2.0,1.0,H
02/02/14,2013,Panionios,Ergotelis,2.2,3.0,3.6,0.0,1.0,A
02/02/14,2013,Platanias,PAOK,4.75,3.6,1.73,2.0,1.0,H
02/02/14,2013,Veria,Panthrakikos,2.2,3.2,3.4,0.0,0.0,D
05/02/14,2013,Asteras Tripolis,Panathinaikos,2.2,3.2,3.4,1.0,0.0,H
05/02/14,2013,Atromitos,Kallonis,1.2,5.75,17.0,2.0,0.0,H
05/02/14,2013,Ergotelis,Veria,2.05,3.2,3.75,2.0,0.0,H
05/02/14,2013,Levadeiakos,Apollon,1.83,3.2,4.75,1.0,1.0,D
05/02/14,2013,Olympiakos,Panionios,1.08,9.5,26.0,2.0,0.0,H
05/02/14,2013,Panthrakikos,Platanias,1.7,3.5,5.25,1.0,0.0,H
05/02/14,2013,PAOK,OFI,1.4,4.2,9.0,5.0,0.0,H
05/02/14,2013,Xanthi,Giannina,1.91,3.3,4.2,0.0,3.0,A
06/02/14,2013,Panetolikos,Aris,1.6,3.5,6.5,0.0,0.0,D
08/02/14,2013,Apollon,Xanthi,2.2,3.2,3.4,2.0,0.0,H
08/02/14,2013,Platanias,Ergotelis,1.65,3.4,6.0,0.0,1.0,A
08/02/14,2013,Veria,Olympiakos,13.0,6.5,1.2,0.0,5.0,A
09/02/14,2013,Atromitos,Asteras Tripolis,1.91,3.3,4.2,3.0,1.0,H
09/02/14,2013,Giannina,Panetolikos,2.0,3.2,4.0,1.0,0.0,H
09/02/14,2013,Kallonis,Levadeiakos,2.55,3.2,2.8,1.0,0.0,H
09/02/14,2013,Panathinaikos,PAOK,2.9,3.1,2.5,2.0,1.0,H
10/02/14,2013,Aris,Panionios,1.8,3.4,4.5,1.0,0.0,H
10/02/14,2013,OFI,Panthrakikos,2.0,3.2,4.0,1.0,0.0,H
15/02/14,2013,Levadeiakos,Atromitos,4.2,3.3,1.91,1.0,0.0,H
15/02/14,2013,Olympiakos,Platanias,1.08,9.0,29.0,4.0,2.0,H
15/02/14,2013,Xanthi,Kallonis,1.67,3.5,5.5,1.0,0.0,H
16/02/14,2013,Aris,Veria,1.73,3.3,5.5,0.0,0.0,D
16/02/14,2013,Asteras Tripolis,PAOK,2.6,3.1,2.8,2.0,1.0,H
16/02/14,2013,Panetolikos,Apollon,1.62,3.4,6.5,2.0,1.0,H
16/02/14,2013,Panionios,Giannina,1.95,3.1,4.33,2.0,0.0,H
16/02/14,2013,Panthrakikos,Panathinaikos,4.0,3.1,2.05,0.0,2.0,A
17/02/14,2013,Ergotelis,OFI,2.5,3.0,3.0,0.0,1.0,A
22/02/14,2013,Apollon,Panionios,2.1,3.1,3.75,1.0,2.0,A
22/02/14,2013,Levadeiakos,Asteras Tripolis,3.6,3.2,2.1,3.0,1.0,H
22/02/14,2013,OFI,Olympiakos,8.5,4.75,1.33,0.0,4.0,A
23/02/14,2013,Atromitos,Xanthi,1.36,4.33,9.5,2.0,0.0,H
23/02/14,2013,Giannina,Veria,1.67,3.5,5.5,0.0,1.0,A
23/02/14,2013,Panathinaikos,Ergotelis,1.4,4.0,10.0,1.0,1.0,D
23/02/14,2013,PAOK,Panthrakikos,1.25,5.75,11.0,3.0,0.0,H
23/02/14,2013,Platanias,Aris,1.85,3.4,4.33,2.0,1.0,H
24/02/14,2013,Kallonis,Panetolikos,3.5,3.0,2.25,3.0,1.0,H
01/03/14,2013,Aris,OFI,2.4,3.0,3.2,0.0,0.0,D
01/03/14,2013,Veria,Apollon,2.0,3.2,4.0,1.0,1.0,D
01/03/14,2013,Xanthi,Levadeiakos,1.7,3.5,5.25,4.0,1.0,H
02/03/14,2013,Asteras Tripolis,Panthrakikos,1.53,3.5,8.0,1.0,0.0,H
02/03/14,2013,Ergotelis,PAOK,4.0,3.4,1.91,2.0,2.0,D
02/03/14,2013,Olympiakos,Panathinaikos,1.36,4.33,10.0,0.0,3.0,A
02/03/14,2013,Panetolikos,Atromitos,2.6,3.0,2.9,1.0,3.0,A
02/03/14,2013,Panionios,Kallonis,1.91,3.3,4.2,1.0,1.0,D
03/03/14,2013,Platanias,Giannina,1.8,3.3,4.75,1.0,2.0,A
08/03/14,2013,OFI,Giannina,1.91,3.1,4.5,1.0,1.0,D
08/03/14,2013,Panathinaikos,Aris,1.33,4.5,10.5,4.0,1.0,H
08/03/14,2013,Xanthi,Asteras Tripolis,2.8,3.2,2.5,0.0,1.0,A
09/03/14,2013,Apollon,Platanias,2.1,3.2,3.6,3.0,1.0,H
09/03/14,2013,Atromitos,Panionios,1.4,4.2,8.5,4.0,0.0,H
09/03/14,2013,Levadeiakos,Panetolikos,2.1,3.1,3.75,2.0,1.0,H
09/03/14,2013,Panthrakikos,Ergotelis,2.2,3.2,3.4,2.0,1.0,H
09/03/14,2013,PAOK,Olympiakos,3.25,3.25,2.25,2.0,1.0,H
10/03/14,2013,Kallonis,Veria,2.75,3.0,2.7,0.0,3.0,A
15/03/14,2013,OFI,Apollon,1.75,3.25,5.5,2.0,0.0,H
15/03/14,2013,Olympiakos,Panthrakikos,1.1,8.0,17.0,2.0,0.0,H
15/03/14,2013,Veria,Atromitos,4.0,3.4,1.91,1.0,1.0,D
16/03/14,2013,Aris,PAOK,7.0,3.75,1.53,1.0,1.0,D
16/03/14,2013,Asteras Tripolis,Ergotelis,1.4,4.2,9.0,2.0,3.0,A
16/03/14,2013,Giannina,Panathinaikos,4.5,3.3,1.85,0.0,1.0,A
16/03/14,2013,Panionios,Levadeiakos,1.44,4.0,8.5,4.0,2.0,H
16/03/14,2013,Platanias,Kallonis,1.62,3.75,5.5,7.0,0.0,H
17/03/14,2013,Panetolikos,Xanthi,1.85,3.4,4.33,1.0,0.0,H
22/03/14,2013,Panathinaikos,Apollon,1.44,4.0,8.0,3.0,1.0,H
22/03/14,2013,Panetolikos,Asteras Tripolis,2.7,3.0,2.75,0.0,1.0,A
22/03/14,2013,Panthrakikos,Aris,1.85,3.4,4.33,2.0,1.0,H
23/03/14,2013,Atromitos,Platanias,1.3,5.0,10.0,3.0,0.0,H
23/03/14,2013,Ergotelis,Olympiakos,9.0,5.0,1.33,1.0,4.0,A
23/03/14,2013,Kallonis,OFI,1.5,3.75,6.0,1.0,0.0,H
23/03/14,2013,Levadeiakos,Veria,1.83,3.4,4.5,2.0,0.0,H
23/03/14,2013,PAOK,Giannina,1.25,5.5,12.0,2.0,1.0,H
23/03/14,2013,Xanthi,Panionios,1.53,3.8,6.5,2.0,0.0,H
26/03/14,2013,Aris,Ergotelis,2.3,3.1,3.0,0.0,2.0,A
26/03/14,2013,Asteras Tripolis,Olympiakos,6.0,3.5,1.57,2.0,1.0,H
26/03/14,2013,OFI,Atromitos,2.7,3.1,2.5,2.0,0.0,H
26/03/14,2013,Panathinaikos,Kallonis,1.22,5.5,11.0,3.0,0.0,H
26/03/14,2013,Panionios,Panetolikos,1.67,3.25,5.25,1.0,1.0,D
26/03/14,2013,Platanias,Levadeiakos,,,,2.0,0.0,H
26/03/14,2013,Veria,Xanthi,1.25,4.75,12.0,3.0,2.0,H
27/03/14,2013,Apollon,PAOK,3.0,3.2,2.25,3.0,3.0,D
27/03/14,2013,Giannina,Panthrakikos,1.8,3.1,4.6,1.0,1.0,D
29/03/14,2013,Atromitos,Panathinaikos,2.75,3.0,2.5,0.0,0.0,D
29/03/14,2013,Panetolikos,Veria,1.8,3.4,4.0,0.0,0.0,D
29/03/14,2013,Panionios,Asteras Tripolis,1.91,3.25,3.8,3.0,0.0,H
30/03/14,2013,Ergotelis,Giannina,2.0,3.1,3.75,1.0,0.0,H
30/03/14,2013,Levadeiakos,OFI,1.36,4.2,8.0,2.0,1.0,H
30/03/14,2013,Olympiakos,Aris,1.07,9.0,19.0,1.0,0.0,H
30/03/14,2013,Panthrakikos,Apollon,2.4,3.1,2.8,2.0,3.0,A
30/03/14,2013,PAOK,Kallonis,1.14,6.5,15.0,2.0,1.0,H
31/03/14,2013,Xanthi,Platanias,1.83,3.25,4.2,2.0,3.0,A
06/04/14,2013,Apollon,Ergotelis,,,,1.0,0.0,H
06/04/14,2013,Asteras Tripolis,Aris,,,,2.0,2.0,D
06/04/14,2013,Giannina,Olympiakos,,,,2.0,0.0,H
06/04/14,2013,Kallonis,Panthrakikos,,,,2.0,0.0,H
06/04/14,2013,OFI,Xanthi,,,,3.0,2.0,H
06/04/14,2013,Panathinaikos,Levadeiakos,,,,3.0,1.0,H
06/04/14,2013,PAOK,Atromitos,,,,2.0,0.0,H
06/04/14,2013,Platanias,Panetolikos,,,,1.0,0.0,H
06/04/14,2013,Veria,Panionios,,,,2.0,1.0,H
13/04/14,2013,Aris,Giannina,2.2,2.88,3.3,0.0,0.0,D
13/04/14,2013,Ergotelis,Kallonis,1.57,3.6,5.0,3.0,0.0,H
13/04/14,2013,Levadeiakos,PAOK,3.8,3.3,1.83,3.0,2.0,H
13/04/14,2013,Olympiakos,Apollon,1.33,4.2,8.0,1.0,0.0,H
13/04/14,2013,Panetolikos,OFI,1.5,4.0,5.0,1.0,0.0,H
13/04/14,2013,Panionios,Platanias,,,,0.0,0.0,D
13/04/14,2013,Panthrakikos,Atromitos,3.25,3.3,2.0,1.0,3.0,A
13/04/14,2013,Veria,Asteras Tripolis,,,,1.0,0.0,H
13/04/14,2013,Xanthi,Panathinaikos,1.73,3.6,4.2,3.0,1.0,H
,2013,,,,,,,,
23/08/14,2014,Kerkyra,Panthrakikos,2.15,3.2,3.5,2.0,1.0,H
23/08/14,2014,OFI,Panetolikos,2.05,3.2,3.75,1.0,0.0,H
23/08/14,2014,Olympiakos,Niki Volos,1.1,8.0,26.0,3.0,1.0,H
24/08/14,2014,Atromitos,Platanias,1.57,3.75,6.0,1.0,0.0,H
24/08/14,2014,Giannina,Asteras Tripolis,2.63,3.3,2.63,3.0,1.0,H
24/08/14,2014,Levadeiakos,Panathinaikos,6.5,3.75,1.55,1.0,1.0,D
24/08/14,2014,PAOK,Kallonis,1.29,5.0,11.0,1.0,1.0,D
24/08/14,2014,Veria,Xanthi,2.38,3.4,2.88,3.0,2.0,H
25/08/14,2014,Panionios,Ergotelis,2.38,3.2,3.0,2.0,1.0,H
30/08/14,2014,Kallonis,Ergotelis,1.91,3.2,3.6,2.0,0.0,H
30/08/14,2014,Panetolikos,Olympiakos,8.0,4.2,1.36,1.0,1.0,D
30/08/14,2014,Panthrakikos,Giannina,2.2,3.1,3.0,1.0,1.0,D
31/08/14,2014,Asteras Tripolis,Levadeiakos,1.57,3.6,5.0,2.0,1.0,H
31/08/14,2014,Niki Volos,Atromitos,3.3,3.2,2.0,0.0,1.0,A
31/08/14,2014,Panathinaikos,Panionios,1.22,5.0,11.0,2.0,1.0,H
31/08/14,2014,Platanias,PAOK,3.1,3.4,2.0,0.0,4.0,A
31/08/14,2014,Xanthi,Kerkyra,1.8,3.4,3.8,0.0,0.0,D
01/09/14,2014,OFI,Veria,2.0,3.1,3.4,0.0,1.0,A
13/09/14,2014,Olympiakos,OFI,1.13,8.0,19.0,3.0,0.0,H
13/09/14,2014,PAOK,Niki Volos,1.22,6.0,13.0,3.0,0.0,H
13/09/14,2014,Veria,Kerkyra,1.91,3.3,4.2,2.0,1.0,H
14/09/14,2014,Atromitos,Panetolikos,1.62,3.5,6.5,0.0,0.0,D
14/09/14,2014,Giannina,Xanthi,2.0,3.2,4.0,2.0,2.0,D
14/09/14,2014,Kallonis,Panathinaikos,5.25,3.4,1.73,1.0,0.0,H
14/09/14,2014,Levadeiakos,Panthrakikos,,,,1.0,1.0,D
14/09/14,2014,Panionios,Asteras Tripolis,3.0,3.0,2.5,2.0,1.0,H
15/09/14,2014,Ergotelis,Platanias,2.2,3.2,3.4,0.0,3.0,A
20/09/14,2014,OFI,Atromitos,3.5,3.0,2.25,1.0,0.0,H
20/09/14,2014,Olympiakos,Veria,1.17,7.5,13.0,3.0,0.0,H
20/09/14,2014,Xanthi,Levadeiakos,1.95,3.25,4.0,2.0,0.0,H
21/09/14,2014,Asteras Tripolis,Kallonis,1.75,3.4,5.0,1.0,0.0,H
21/09/14,2014,Kerkyra,Giannina,2.3,3.1,3.3,2.0,0.0,H
21/09/14,2014,Niki Volos,Ergotelis,2.6,3.1,2.8,1.0,4.0,A
21/09/14,2014,Panthrakikos,Panionios,1.91,3.2,4.33,1.0,0.0,H
21/09/14,2014,Platanias,Panathinaikos,3.4,3.1,2.25,2.0,3.0,A
22/09/14,2014,Panetolikos,PAOK,3.4,3.2,2.2,0.0,1.0,A
27/09/14,2014,Atromitos,Olympiakos,4.5,3.5,1.67,1.0,0.0,H
27/09/14,2014,Panionios,Xanthi,2.25,3.1,2.88,1.0,1.0,D
27/09/14,2014,Platanias,Asteras Tripolis,2.5,3.0,2.63,0.0,1.0,A
28/09/14,2014,Ergotelis,Panetolikos,2.4,3.0,2.75,1.0,1.0,D
28/09/14,2014,Levadeiakos,Kerkyra,1.62,3.5,4.75,2.0,3.0,A
28/09/14,2014,Panathinaikos,Niki Volos,1.17,6.0,11.0,1.0,0.0,H
28/09/14,2014,PAOK,OFI,1.29,4.2,10.0,4.0,0.0,H
28/09/14,2014,Veria,Giannina,2.0,3.1,3.4,2.0,0.0,H
29/09/14,2014,Kallonis,Panthrakikos,2.0,3.1,3.4,2.0,0.0,H
18/10/14,2014,Asteras Tripolis,Panetolikos,1.62,3.75,5.5,1.0,1.0,D
18/10/14,2014,Ergotelis,Olympiakos,13.0,5.75,1.22,2.0,3.0,A
18/10/14,2014,Niki Volos,Panthrakikos,3.2,3.0,2.4,1.0,0.0,H
19/10/14,2014,Kallonis,Kerkyra,2.1,3.2,3.6,1.0,0.0,H
19/10/14,2014,Panathinaikos,OFI,1.33,4.5,11.0,1.0,2.0,A
19/10/14,2014,PAOK,Atromitos,1.57,3.75,6.0,2.0,1.0,H
19/10/14,2014,Platanias,Xanthi,2.05,3.25,3.75,1.0,0.0,H
19/10/14,2014,Veria,Levadeiakos,1.73,3.5,5.0,2.0,1.0,H
20/10/14,2014,Panionios,Giannina,2.2,3.0,3.6,0.0,1.0,A
25/10/14,2014,Atromitos,Ergotelis,1.5,4.0,7.0,1.0,1.0,D
25/10/14,2014,Giannina,Kallonis,2.0,3.1,4.2,0.0,0.0,D
25/10/14,2014,Levadeiakos,Panionios,1.65,3.6,5.5,1.0,0.0,H
26/10/14,2014,Kerkyra,Platanias,2.0,3.2,4.0,1.0,2.0,A
26/10/14,2014,OFI,Asteras Tripolis,2.75,3.2,2.6,2.0,3.0,A
26/10/14,2014,Olympiakos,Panathinaikos,1.57,3.8,6.0,1.0,0.0,H
26/10/14,2014,Panetolikos,Panthrakikos,1.8,3.25,5.0,3.0,1.0,H
26/10/14,2014,PAOK,Veria,1.4,4.5,8.0,4.0,1.0,H
27/10/14,2014,Xanthi,Niki Volos,1.67,3.6,5.25,2.0,0.0,H
01/11/14,2014,Asteras Tripolis,Olympiakos,5.5,3.5,1.67,0.0,0.0,D
01/11/14,2014,Platanias,Giannina,2.1,3.0,3.9,0.0,0.0,D
01/11/14,2014,Veria,Panionios,1.57,3.6,6.5,2.0,2.0,D
02/11/14,2014,Ergotelis,PAOK,6.0,3.8,1.57,0.0,2.0,A
02/11/14,2014,Niki Volos,Kerkyra,2.75,3.1,2.63,0.0,0.0,D
02/11/14,2014,Panathinaikos,Atromitos,2.0,3.2,4.0,2.0,0.0,H
02/11/14,2014,Panetolikos,Xanthi,1.85,3.3,4.5,5.0,2.0,H
02/11/14,2014,Panthrakikos,OFI,1.95,3.2,4.1,0.0,0.0,D
03/11/14,2014,Kallonis,Levadeiakos,1.75,3.5,4.75,0.0,0.0,D
08/11/14,2014,Ergotelis,Veria,2.38,3.2,3.0,2.0,2.0,D
08/11/14,2014,Kerkyra,Panetolikos,2.15,3.2,3.5,1.0,2.0,A
08/11/14,2014,Xanthi,OFI,1.8,3.4,4.75,2.0,1.0,H
09/11/14,2014,Giannina,Niki Volos,1.44,3.8,9.0,4.0,0.0,H
09/11/14,2014,Levadeiakos,Platanias,1.7,3.5,5.25,0.0,0.0,D
09/11/14,2014,Olympiakos,Panthrakikos,1.14,7.5,17.0,5.0,1.0,H
09/11/14,2014,Panionios,Kallonis,2.25,3.2,3.25,0.0,2.0,A
09/11/14,2014,PAOK,Panathinaikos,1.8,3.5,4.5,1.0,2.0,A
10/11/14,2014,Atromitos,Asteras Tripolis,2.0,3.2,4.0,4.0,3.0,H
29/11/14,2014,Atromitos,Xanthi,1.55,3.75,5.5,2.0,0.0,H
29/11/14,2014,Kallonis,Platanias,1.75,3.25,4.2,0.0,0.0,D
29/11/14,2014,Levadeiakos,Panetolikos,2.2,3.1,3.5,0.0,0.0,D
30/11/14,2014,Ergotelis,Asteras Tripolis,3.1,3.1,2.38,1.0,4.0,A
30/11/14,2014,Giannina,OFI,1.65,3.6,5.5,3.0,0.0,H
30/11/14,2014,Kerkyra,Olympiakos,13.0,6.0,1.22,0.0,4.0,A
30/11/14,2014,Panathinaikos,Veria,1.33,5.0,9.0,2.0,1.0,H
30/11/14,2014,Panionios,Niki Volos,1.5,3.8,7.0,2.0,1.0,H
30/11/14,2014,PAOK,Panthrakikos,1.13,7.5,11.0,3.0,2.0,H
03/12/14,2014,Atromitos,Veria,1.44,4.33,7.0,0.0,0.0,D
03/12/14,2014,Giannina,Levadeiakos,1.7,3.6,5.0,0.0,4.0,A
03/12/14,2014,Kerkyra,Panionios,2.0,3.2,4.0,1.0,0.0,H
03/12/14,2014,Olympiakos,PAOK,1.53,4.0,6.0,1.0,2.0,A
03/12/14,2014,Panthrakikos,Platanias,2.2,3.1,3.5,1.0,0.0,H
03/12/14,2014,Xanthi,Kallonis,1.85,3.4,4.33,2.0,1.0,H
04/12/14,2014,Niki Volos,Asteras Tripolis,5.25,4.0,1.62,0.0,2.0,A
04/12/14,2014,OFI,Ergotelis,2.05,3.25,3.7,1.0,0.0,H
04/12/14,2014,Panetolikos,Panathinaikos,3.0,3.2,2.4,0.0,1.0,A
06/12/14,2014,Kerkyra,Atromitos,3.75,3.25,2.05,1.0,1.0,D
