Date,Season,Home Team,Away Team,1,X,2,HG,AG,Result
06/12/14,2014,Olympiakos,Giannina,1.1,9.0,21.0,2.0,2.0,D
06/12/14,2014,Veria,Platanias,1.8,3.5,4.5,2.0,0.0,H
07/12/14,2014,Asteras Tripolis,Panathinaikos,2.75,3.3,2.5,1.0,1.0,D
07/12/14,2014,Niki Volos,Kallonis,6.0,3.6,1.62,2.0,0.0,H
07/12/14,2014,OFI,Levadeiakos,2.25,3.2,3.25,0.0,2.0,A
07/12/14,2014,Panetolikos,Panionios,1.44,4.2,7.5,2.0,1.0,H
07/12/14,2014,Xanthi,PAOK,6.0,3.8,1.57,4.0,2.0,H
08/12/14,2014,Panthrakikos,Ergotelis,2.0,3.3,3.8,0.0,0.0,D
13/12/14,2014,Kallonis,Panetolikos,2.3,3.2,3.1,0.0,0.0,D
13/12/14,2014,Levadeiakos,Olympiakos,13.0,6.5,1.2,1.0,2.0,A
13/12/14,2014,Platanias,Niki Volos,1.44,4.0,8.0,3.0,1.0,H
14/12/14,2014,Asteras Tripolis,Veria,1.53,3.75,7.0,2.0,0.0,H
14/12/14,2014,Ergotelis,Xanthi,2.45,3.3,2.8,0.0,2.0,A
14/12/14,2014,Giannina,Atromitos,2.8,3.2,2.55,1.0,0.0,H
14/12/14,2014,Panathinaikos,Panthrakikos,1.22,6.0,13.0,4.0,0.0,H
14/12/14,2014,Panionios,OFI,1.8,3.4,4.75,2.0,0.0,H
14/12/14,2014,PAOK,Kerkyra,1.14,7.5,17.0,2.0,1.0,H
17/12/14,2014,Atromitos,Levadeiakos,1.53,3.8,6.5,1.0,0.0,H
17/12/14,2014,Kerkyra,Ergotelis,1.91,3.3,4.2,3.0,1.0,H
17/12/14,2014,OFI,Kallonis,1.57,3.8,6.0,1.0,1.0,D
17/12/14,2014,Olympiakos,Panionios,1.11,9.0,19.0,2.0,0.0,H
17/12/14,2014,Panetolikos,Platanias,1.57,3.8,6.0,1.0,0.0,H
17/12/14,2014,Panthrakikos,Asteras Tripolis,3.6,3.25,2.1,1.0,1.0,D
17/12/14,2014,Veria,Niki Volos,1.25,5.25,13.0,2.0,0.0,H
18/12/14,2014,Giannina,PAOK,5.25,3.6,1.67,3.0,0.0,H
18/12/14,2014,Xanthi,Panathinaikos,3.5,3.3,2.1,4.0,2.0,H
20/12/14,2014,Kallonis,Olympiakos,11.0,7.0,1.2,0.0,5.0,A
20/12/14,2014,Panthrakikos,Veria,2.25,3.2,3.25,1.0,1.0,D
20/12/14,2014,Platanias,OFI,2.1,3.1,3.75,1.0,0.0,H
21/12/14,2014,Asteras Tripolis,Xanthi,1.75,3.6,4.75,2.0,1.0,H
21/12/14,2014,Ergotelis,Giannina,2.5,3.2,2.88,1.0,0.0,H
21/12/14,2014,Levadeiakos,PAOK,5.0,3.5,1.73,1.0,2.0,A
21/12/14,2014,Niki Volos,Panetolikos,,,,0.0,3.0,A
21/12/14,2014,Panionios,Atromitos,3.2,3.2,2.3,2.0,2.0,D
22/12/14,2014,Panathinaikos,Kerkyra,1.22,6.5,11.0,2.0,0.0,H
03/01/15,2014,Kerkyra,Asteras Tripolis,2.88,3.3,2.4,1.0,0.0,H
03/01/15,2014,OFI,Niki Volos,,,,3.0,0.0,H
03/01/15,2014,PAOK,Panionios,1.22,5.75,13.0,3.0,2.0,H
03/01/15,2014,Veria,Panetolikos,2.2,3.1,3.5,1.0,3.0,A
04/01/15,2014,Atromitos,Kallonis,1.44,4.0,8.0,0.0,0.0,D
04/01/15,2014,Levadeiakos,Ergotelis,1.83,3.4,4.5,1.0,1.0,D
04/01/15,2014,Olympiakos,Platanias,1.13,8.5,17.0,2.0,1.0,H
05/01/15,2014,Giannina,Panathinaikos,3.2,3.25,2.25,0.0,0.0,D
05/01/15,2014,Xanthi,Panthrakikos,1.57,3.75,6.0,0.0,0.0,D
10/01/15,2014,Asteras Tripolis,PAOK,2.63,3.3,2.6,3.0,0.0,H
10/01/15,2014,Platanias,Panionios,1.91,3.3,4.2,3.0,0.0,H
10/01/15,2014,Veria,Kallonis,1.91,3.3,4.2,1.0,1.0,D
11/01/15,2014,Niki Volos,Levadeiakos,,,,0.0,3.0,A
11/01/15,2014,OFI,Kerkyra,1.95,3.3,4.0,3.0,2.0,H
11/01/15,2014,Panathinaikos,Ergotelis,1.2,6.5,13.0,5.0,0.0,H
11/01/15,2014,Panetolikos,Giannina,1.8,3.5,4.5,0.0,0.0,D
11/01/15,2014,Panthrakikos,Atromitos,3.1,3.3,2.3,1.0,1.0,D
11/01/15,2014,Xanthi,Olympiakos,8.0,4.5,1.4,1.0,3.0,A
14/01/15,2014,Asteras Tripolis,Giannina,1.62,3.6,6.0,2.0,2.0,D
14/01/15,2014,Kallonis,PAOK,5.0,3.5,1.73,1.0,2.0,A
14/01/15,2014,Panathinaikos,Levadeiakos,1.25,5.25,13.0,1.0,0.0,H
14/01/15,2014,Panetolikos,OFI,1.36,4.5,9.5,3.0,1.0,H
14/01/15,2014,Panthrakikos,Kerkyra,2.15,3.2,3.5,1.0,0.0,H
14/01/15,2014,Xanthi,Veria,1.91,3.5,4.0,2.0,2.0,D
15/01/15,2014,Niki Volos,Olympiakos,,,,0.0,3.0,A
15/01/15,2014,Platanias,Atromitos,2.75,3.0,2.75,0.0,0.0,D
17/01/15,2014,Kerkyra,Xanthi,2.5,3.2,2.88,0.0,0.0,D
17/01/15,2014,Panionios,Panathinaikos,5.0,3.75,1.67,1.0,1.0,D
17/01/15,2014,Veria,OFI,1.57,3.6,5.0,4.0,1.0,H
18/01/15,2014,Atromitos,Niki Volos,,,,3.0,0.0,H
18/01/15,2014,Giannina,Panthrakikos,1.62,3.6,6.0,2.0,2.0,D
18/01/15,2014,Levadeiakos,Asteras Tripolis,3.2,3.25,2.25,3.0,1.0,H
18/01/15,2014,Olympiakos,Panetolikos,1.17,6.5,17.0,2.0,0.0,H
18/01/15,2014,PAOK,Platanias,1.2,6.0,15.0,1.0,0.0,H
19/01/15,2014,Ergotelis,Kallonis,2.2,3.2,3.4,3.0,3.0,D
24/01/15,2014,Asteras Tripolis,Panionios,1.4,4.2,8.5,2.0,0.0,H
24/01/15,2014,Kerkyra,Veria,2.2,3.2,3.4,4.0,0.0,H
24/01/15,2014,Niki Volos,PAOK,,,,0.0,3.0,A
24/01/15,2014,OFI,Olympiakos,34.0,12.0,1.04,0.0,3.0,A
24/01/15,2014,Panathinaikos,Kallonis,1.29,5.25,10.0,1.0,0.0,H
24/01/15,2014,Panthrakikos,Levadeiakos,2.3,3.1,3.25,1.0,0.0,H
24/01/15,2014,Xanthi,Giannina,2.1,3.1,3.75,1.0,1.0,D
26/01/15,2014,Panetolikos,Atromitos,2.38,3.1,3.1,1.0,1.0,D
26/01/15,2014,Platanias,Ergotelis,1.8,3.4,4.75,1.0,2.0,A
31/01/15,2014,Kallonis,Asteras Tripolis,3.0,3.25,2.38,1.0,0.0,H
31/01/15,2014,Panionios,Panthrakikos,1.91,3.25,4.33,2.0,1.0,H
31/01/15,2014,PAOK,Panetolikos,1.44,4.2,7.5,1.0,2.0,A
01/02/15,2014,Ergotelis,Niki Volos,,,,3.0,0.0,H
01/02/15,2014,Giannina,Kerkyra,1.73,3.6,4.75,2.0,1.0,H
01/02/15,2014,Levadeiakos,Xanthi,2.1,3.3,3.5,1.0,2.0,A
01/02/15,2014,Panathinaikos,Platanias,1.22,6.0,13.0,3.0,0.0,H
01/02/15,2014,Veria,Olympiakos,13.0,7.0,1.18,0.0,2.0,A
04/02/15,2014,Asteras Tripolis,Platanias,1.44,4.2,7.5,1.0,0.0,H
04/02/15,2014,Giannina,Veria,1.75,3.5,4.75,4.0,1.0,H
04/02/15,2014,Kerkyra,Levadeiakos,2.38,3.25,3.0,0.0,0.0,D
04/02/15,2014,OFI,PAOK,13.0,8.0,1.13,3.0,1.0,H
04/02/15,2014,Olympiakos,Atromitos,1.2,6.5,13.0,2.0,1.0,H
04/02/15,2014,Panetolikos,Ergotelis,1.4,4.33,8.5,4.0,0.0,H
04/02/15,2014,Xanthi,Panionios,1.53,4.0,6.25,1.0,1.0,D
05/02/15,2014,Niki Volos,Panathinaikos,,,,0.0,3.0,A
05/02/15,2014,Panthrakikos,Kallonis,1.5,3.8,7.5,3.0,2.0,H
07/02/15,2014,Ergotelis,OFI,2.1,3.25,3.6,3.0,2.0,H
07/02/15,2014,Levadeiakos,Giannina,1.8,3.2,5.0,1.0,2.0,A
07/02/15,2014,Veria,Atromitos,2.6,3.25,2.7,1.0,1.0,D
08/02/15,2014,Asteras Tripolis,Niki Volos,,,,3.0,0.0,H
08/02/15,2014,Panathinaikos,Panetolikos,1.44,4.2,7.5,1.0,0.0,H
08/02/15,2014,Panionios,Kerkyra,1.67,3.6,5.5,0.0,0.0,D
08/02/15,2014,PAOK,Olympiakos,3.0,3.25,2.38,0.0,0.0,D
08/02/15,2014,Platanias,Panthrakikos,1.75,3.4,5.0,2.0,0.0,H
09/02/15,2014,Kallonis,Xanthi,2.38,3.25,3.0,2.0,2.0,D
14/02/15,2014,Giannina,Panionios,1.95,3.3,4.0,1.0,3.0,A
14/02/15,2014,Olympiakos,Ergotelis,1.08,10.0,26.0,3.0,0.0,H
14/02/15,2014,Panetolikos,Asteras Tripolis,2.2,3.25,3.25,2.0,0.0,H
14/02/15,2014,Panthrakikos,Niki Volos,,,,3.0,0.0,H
15/02/15,2014,Atromitos,PAOK,2.3,3.3,3.1,4.0,0.0,H
15/02/15,2014,Kerkyra,Kallonis,1.8,3.2,5.0,2.0,0.0,H
15/02/15,2014,Levadeiakos,Veria,1.5,4.0,6.75,0.0,2.0,A
15/02/15,2014,OFI,Panathinaikos,6.5,4.33,1.45,2.0,3.0,A
16/02/15,2014,Xanthi,Platanias,1.73,3.5,5.0,0.0,0.0,D
18/02/15,2014,Ergotelis,Panionios,2.5,3.1,2.9,2.0,2.0,D
21/02/15,2014,Kallonis,Giannina,2.45,3.1,3.0,1.0,0.0,H
21/02/15,2014,Niki Volos,Xanthi,,,,0.0,3.0,A
21/02/15,2014,Panthrakikos,Panetolikos,2.9,3.25,2.4,0.0,0.0,D
21/02/15,2014,Veria,PAOK,6.0,4.1,1.53,1.0,3.0,A
22/02/15,2014,Asteras Tripolis,OFI,1.22,4.75,11.0,6.0,1.0,H
22/02/15,2014,Panathinaikos,Olympiakos,2.88,3.25,2.45,2.0,1.0,H
22/02/15,2014,Panionios,Levadeiakos,1.85,3.5,4.2,1.0,0.0,H
22/02/15,2014,Platanias,Kerkyra,1.62,3.6,6.0,1.0,1.0,D
23/02/15,2014,Ergotelis,Atromitos,3.5,3.3,2.1,1.0,2.0,A
07/03/15,2014,Asteras Tripolis,Atromitos,2.5,3.0,3.0,1.0,0.0,H
07/03/15,2014,Veria,Ergotelis,1.8,3.25,4.0,0.0,1.0,A
08/03/15,2014,Kallonis,Panionios,2.3,3.1,3.25,1.0,0.0,H
08/03/15,2014,Niki Volos,Giannina,,,,0.0,3.0,A
08/03/15,2014,OFI,Xanthi,,,,0.0,1.0,A
08/03/15,2014,Panathinaikos,PAOK,2.0,3.2,4.0,4.0,3.0,H
08/03/15,2014,Panetolikos,Kerkyra,1.44,4.0,8.0,0.0,1.0,A
09/03/15,2014,Platanias,Levadeiakos,2.38,3.0,3.25,1.0,3.0,A
14/03/15,2014,Atromitos,Panthrakikos,1.5,4.2,6.0,2.0,0.0,H
14/03/15,2014,Ergotelis,Panathinaikos,6.0,3.9,1.53,0.0,2.0,A
14/03/15,2014,PAOK,Asteras Tripolis,1.73,3.5,4.75,0.0,0.0,D
15/03/15,2014,Giannina,Panetolikos,2.38,3.2,3.0,0.0,0.0,D
15/03/15,2014,Kallonis,Veria,2.2,3.2,3.3,4.0,1.0,H
15/03/15,2014,Kerkyra,OFI,,,,4.0,1.0,H
15/03/15,2014,Levadeiakos,Niki Volos,,,,3.0,0.0,H
15/03/15,2014,Olympiakos,Xanthi,1.17,7.0,13.0,2.0,0.0,H
15/03/15,2014,Panionios,Platanias,1.83,3.4,4.5,0.0,0.0,D
18/03/15,2014,Atromitos,Panathinaikos,3.0,3.0,2.5,2.0,0.0,H
18/03/15,2014,Giannina,Platanias,2.1,3.0,4.0,1.0,0.0,H
18/03/15,2014,Kerkyra,Niki Volos,,,,3.0,0.0,H
18/03/15,2014,Levadeiakos,Kallonis,1.36,4.33,10.0,3.0,0.0,H
18/03/15,2014,OFI,Panthrakikos,5.75,4.4,1.5,0.0,1.0,A
18/03/15,2014,Panionios,Veria,1.57,3.75,6.0,4.0,2.0,H
18/03/15,2014,PAOK,Ergotelis,1.22,5.5,15.0,1.0,0.0,H
18/03/15,2014,Xanthi,Panetolikos,2.0,3.2,4.0,3.0,0.0,H
19/03/15,2014,Olympiakos,Asteras Tripolis,1.33,5.0,9.0,2.0,0.0,H
21/03/15,2014,Niki Volos,Panionios,,,,0.0,3.0,A
21/03/15,2014,OFI,Giannina,9.0,5.0,1.33,0.0,3.0,A
21/03/15,2014,Panetolikos,Levadeiakos,1.85,3.3,4.5,0.0,1.0,A
21/03/15,2014,Panthrakikos,PAOK,4.5,3.3,1.85,3.0,1.0,H
22/03/15,2014,Asteras Tripolis,Ergotelis,1.33,4.5,11.0,2.0,1.0,H
22/03/15,2014,Olympiakos,Kerkyra,1.1,9.0,21.0,3.0,0.0,H
22/03/15,2014,Veria,Panathinaikos,5.25,3.6,1.67,1.0,0.0,H
22/03/15,2014,Xanthi,Atromitos,2.38,3.1,3.1,1.0,0.0,H
23/03/15,2014,Platanias,Kallonis,1.33,4.75,10.0,1.0,0.0,H
04/04/15,2014,Panathinaikos,Asteras Tripolis,1.67,3.4,5.0,2.0,2.0,D
04/04/15,2014,Platanias,Veria,1.5,3.3,8.0,1.0,0.0,H
05/04/15,2014,Ergotelis,Panthrakikos,3.3,3.0,2.2,2.0,1.0,H
05/04/15,2014,Giannina,Olympiakos,6.5,3.4,1.5,3.0,1.0,H
05/04/15,2014,Kallonis,Niki Volos,,,,3.0,0.0,H
05/04/15,2014,Levadeiakos,OFI,,,,3.0,0.0,H
05/04/15,2014,Panionios,Panetolikos,1.73,3.6,4.2,3.0,0.0,H
05/04/15,2014,PAOK,Xanthi,1.67,3.4,5.0,2.0,1.0,H
06/04/15,2014,Atromitos,Kerkyra,1.3,4.75,9.0,2.0,1.0,H
10/04/15,2014,Niki Volos,Platanias,,,,0.0,3.0,A
15/04/15,2014,Atromitos,OFI,,,,3.0,0.0,H
15/04/15,2014,Panthrakikos,Olympiakos,17.0,5.5,1.2,1.0,3.0,A
18/04/15,2014,Kerkyra,PAOK,5.25,3.9,1.62,0.0,1.0,A
18/04/15,2014,Panetolikos,Kallonis,1.55,3.8,6.0,2.0,0.0,H
18/04/15,2014,Xanthi,Ergotelis,1.65,3.75,5.25,0.0,1.0,A
19/04/15,2014,Atromitos,Giannina,1.65,3.6,5.5,1.0,1.0,D
19/04/15,2014,OFI,Panionios,,,,0.0,3.0,A
19/04/15,2014,Olympiakos,Levadeiakos,1.2,6.5,13.0,4.0,0.0,H
19/04/15,2014,Panthrakikos,Panathinaikos,3.75,3.4,2.0,2.0,1.0,H
20/04/15,2014,Veria,Asteras Tripolis,2.45,3.3,2.8,4.0,0.0,H
25/04/15,2014,Kallonis,OFI,,,,3.0,0.0,H
25/04/15,2014,Panathinaikos,Xanthi,1.44,4.0,8.0,2.0,0.0,H
26/04/15,2014,Asteras Tripolis,Panthrakikos,1.7,3.6,5.0,2.0,1.0,H
26/04/15,2014,Levadeiakos,Atromitos,1.8,3.5,4.5,2.0,1.0,H
26/04/15,2014,Niki Volos,Veria,,,,0.0,3.0,A
26/04/15,2014,Panionios,Olympiakos,5.0,3.75,1.67,2.0,2.0,D
26/04/15,2014,PAOK,Giannina,1.33,4.33,11.0,1.0,1.0,D
26/04/15,2014,Platanias,Panetolikos,1.55,4.0,6.0,2.0,0.0,H
27/04/15,2014,Ergotelis,Kerkyra,4.33,3.8,1.67,1.0,2.0,A
02/05/15,2014,OFI,Platanias,,,,0.0,3.0,A
02/05/15,2014,Panetolikos,Niki Volos,,,,3.0,0.0,H
03/05/15,2014,Atromitos,Panionios,1.62,3.5,4.75,3.0,1.0,H
03/05/15,2014,Giannina,Ergotelis,1.29,4.5,9.0,0.0,0.0,D
03/05/15,2014,Kerkyra,Panathinaikos,3.4,3.1,2.0,1.0,1.0,D
03/05/15,2014,Olympiakos,Kallonis,1.08,9.0,17.0,5.0,0.0,H
03/05/15,2014,PAOK,Levadeiakos,1.4,4.0,7.0,1.0,0.0,H
03/05/15,2014,Veria,Panthrakikos,,,,0.0,1.0,A
03/05/15,2014,Xanthi,Asteras Tripolis,2.4,3.1,2.7,0.0,0.0,D
10/05/15,2014,Asteras Tripolis,Kerkyra,1.3,4.75,9.0,2.0,0.0,H
10/05/15,2014,Ergotelis,Levadeiakos,7.0,4.5,1.33,0.0,2.0,A
10/05/15,2014,Kallonis,Atromitos,3.75,1.75,3.6,1.0,1.0,D
10/05/15,2014,Niki Volos,OFI,,,,,,
10/05/15,2014,Panathinaikos,Giannina,1.4,4.2,7.0,3.0,1.0,H
10/05/15,2014,Panetolikos,Veria,1.44,4.0,6.5,2.0,0.0,H
10/05/15,2014,Panionios,PAOK,,,,0.0,0.0,D
10/05/15,2014,Panthrakikos,Xanthi,1.17,6.0,11.0,2.0,0.0,H
10/05/15,2014,Platanias,Olympiakos,5.0,2.3,2.1,1.0,1.0,D
,2014,,,,,,,,
22/08/15,2015,AEK,Platanias,1.44,4.2,7.5,3.0,0.0,H
22/08/15,2015,Kallonis,Iraklis,2.63,3.1,2.8,0.0,1.0,A
22/08/15,2015,Panthrakikos,Asteras Tripolis,3.1,3.1,2.4,0.0,2.0,A
23/08/15,2015,Atromitos,Levadeiakos,1.57,3.75,6.0,1.0,0.0,H
23/08/15,2015,Olympiakos,Panionios,1.1,9.0,21.0,3.0,0.0,H
23/08/15,2015,PAOK,Xanthi,1.57,3.6,6.5,0.0,0.0,D
23/08/15,2015,Veria,Giannina,2.25,3.1,3.4,1.0,1.0,D
24/08/15,2015,Panetolikos,Panathinaikos,4.2,3.2,1.95,1.0,2.0,A
29/08/15,2015,Levadeiakos,Olympiakos,19.0,7.5,1.14,0.0,2.0,A
29/08/15,2015,Panthrakikos,Veria,2.1,3.25,3.5,0.0,2.0,A
29/08/15,2015,Xanthi,AEK,3.2,3.25,2.25,0.0,0.0,D
30/08/15,2015,Asteras Tripolis,Panetolikos,1.53,3.75,7.0,0.0,2.0,A
30/08/15,2015,Giannina,PAOK,3.25,3.3,2.2,3.0,1.0,H
30/08/15,2015,Iraklis,Panionios,1.67,3.5,5.5,0.0,1.0,A
30/08/15,2015,Panathinaikos,Kallonis,1.17,7.0,15.0,4.0,0.0,H
31/08/15,2015,Platanias,Atromitos,3.1,3.25,2.3,1.0,2.0,A
12/09/15,2015,Kallonis,Asteras Tripolis,4.75,3.4,1.8,1.0,1.0,D
12/09/15,2015,Olympiakos,Platanias,1.08,10.0,23.0,3.0,1.0,H
12/09/15,2015,Veria,PAOK,9.5,4.5,1.36,0.0,3.0,A
13/09/15,2015,AEK,Giannina,1.73,3.3,5.5,3.0,1.0,H
13/09/15,2015,Atromitos,Xanthi,1.6,3.5,6.5,0.0,1.0,A
13/09/15,2015,Panetolikos,Panthrakikos,1.57,3.5,7.0,1.0,0.0,H
13/09/15,2015,Panionios,Panathinaikos,5.25,3.25,1.75,1.0,0.0,H
14/09/15,2015,Iraklis,Levadeiakos,1.91,3.4,4.0,0.0,1.0,A
22/09/15,2015,Panetolikos,Veria,1.75,3.5,4.75,1.0,1.0,D
22/09/15,2015,Platanias,Iraklis,2.5,3.1,2.9,0.0,0.0,D
22/09/15,2015,Xanthi,Olympiakos,8.0,4.5,1.4,1.0,3.0,A
23/09/15,2015,Asteras Tripolis,Panionios,1.62,3.75,5.5,2.0,1.0,H
23/09/15,2015,Giannina,Atromitos,2.6,3.0,2.9,1.0,0.0,H
23/09/15,2015,Panathinaikos,Levadeiakos,1.25,5.5,12.0,3.0,0.0,H
23/09/15,2015,Panthrakikos,Kallonis,1.73,3.5,5.0,0.0,0.0,D
23/09/15,2015,PAOK,AEK,1.73,3.5,5.0,2.0,1.0,H
26/09/15,2015,Iraklis,Xanthi,2.5,3.1,2.9,1.0,1.0,D
26/09/15,2015,Kallonis,Panetolikos,2.9,3.1,2.5,5.0,1.0,H
26/09/15,2015,Olympiakos,Giannina,1.14,8.0,15.0,5.0,1.0,H
27/09/15,2015,Atromitos,PAOK,2.8,3.1,2.6,1.0,2.0,A
27/09/15,2015,Levadeiakos,Asteras Tripolis,3.1,3.1,2.4,2.0,1.0,H
27/09/15,2015,Panathinaikos,Platanias,1.2,6.5,13.0,1.0,0.0,H
27/09/15,2015,Panionios,Panthrakikos,1.75,3.4,5.0,1.0,1.0,D
28/09/15,2015,Veria,AEK,4.75,3.3,1.83,1.0,2.0,A
03/10/15,2015,Panetolikos,Panionios,2.15,3.1,3.6,1.0,5.0,A
03/10/15,2015,Panthrakikos,Levadeiakos,2.15,3.0,3.75,1.0,3.0,A
03/10/15,2015,Xanthi,Panathinaikos,3.25,3.1,2.3,0.0,1.0,A
04/10/15,2015,AEK,Atromitos,1.73,3.4,5.25,1.0,0.0,H
04/10/15,2015,Giannina,Iraklis,1.85,3.25,4.6,2.0,2.0,D
04/10/15,2015,Kallonis,Veria,2.4,3.0,3.2,0.0,1.0,A
04/10/15,2015,PAOK,Olympiakos,2.7,3.1,2.7,0.0,2.0,A
05/10/15,2015,Asteras Tripolis,Platanias,,,,1.0,1.0,D
17/10/15,2015,Olympiakos,AEK,1.36,5.0,7.5,4.0,0.0,H
17/10/15,2015,Panionios,Kallonis,1.7,3.75,4.75,2.0,0.0,H
17/10/15,2015,Platanias,Panthrakikos,1.73,3.6,4.75,4.0,0.0,H
18/10/15,2015,Asteras Tripolis,Xanthi,1.91,3.2,4.33,1.0,1.0,D
18/10/15,2015,Iraklis,PAOK,5.0,3.5,1.73,3.0,3.0,D
18/10/15,2015,Levadeiakos,Panetolikos,2.15,3.4,3.3,2.0,2.0,D
18/10/15,2015,Veria,Atromitos,2.5,3.3,2.75,0.0,1.0,A
19/10/15,2015,Panathinaikos,Giannina,1.44,4.33,7.0,3.0,1.0,H
24/10/15,2015,AEK,Iraklis,1.44,3.8,9.0,5.0,1.0,H
24/10/15,2015,Kallonis,Levadeiakos,2.15,3.1,3.6,0.0,0.0,D
24/10/15,2015,Panetolikos,Platanias,1.75,3.4,5.0,1.0,2.0,A
25/10/15,2015,Atromitos,Olympiakos,6.0,3.75,1.57,1.0,2.0,A
25/10/15,2015,Giannina,Asteras Tripolis,2.38,3.1,3.1,1.0,2.0,A
25/10/15,2015,Panionios,Veria,1.83,3.25,4.75,0.0,1.0,A
25/10/15,2015,Panthrakikos,Xanthi,2.45,3.0,3.1,0.0,0.0,D
25/10/15,2015,PAOK,Panathinaikos,2.05,3.3,3.6,3.0,1.0,H
31/10/15,2015,Levadeiakos,Panionios,1.85,3.25,4.75,0.0,2.0,A
31/10/15,2015,Platanias,Kallonis,1.8,3.3,4.75,2.0,1.0,H
31/10/15,2015,Veria,Olympiakos,11.0,5.0,1.29,0.0,2.0,A
01/11/15,2015,Asteras Tripolis,PAOK,3.4,3.1,2.25,2.0,1.0,H
01/11/15,2015,Giannina,Panthrakikos,1.57,3.4,7.5,2.0,0.0,H
01/11/15,2015,Panathinaikos,AEK,2.0,3.1,4.2,0.0,0.0,D
01/11/15,2015,Xanthi,Panetolikos,1.91,3.3,4.2,3.0,1.0,H
02/11/15,2015,Iraklis,Atromitos,2.4,3.1,3.1,2.0,0.0,H
07/11/15,2015,Atromitos,Panathinaikos,3.2,3.25,2.25,1.0,2.0,A
07/11/15,2015,Kallonis,Xanthi,2.9,3.1,2.5,2.0,2.0,D
07/11/15,2015,Panionios,Platanias,1.8,3.5,4.5,2.0,1.0,H
08/11/15,2015,AEK,Asteras Tripolis,1.62,3.6,6.0,0.0,1.0,A
08/11/15,2015,Levadeiakos,Veria,1.91,3.25,4.33,1.0,1.0,D
08/11/15,2015,Olympiakos,Iraklis,1.14,6.5,26.0,2.0,0.0,H
08/11/15,2015,PAOK,Panthrakikos,1.14,6.5,26.0,3.0,3.0,D
09/11/15,2015,Panetolikos,Giannina,2.3,3.25,3.1,2.0,1.0,H
21/11/15,2015,Asteras Tripolis,Atromitos,2.05,3.1,4.0,1.0,0.0,H
21/11/15,2015,Giannina,Kallonis,1.36,4.33,10.0,2.0,1.0,H
21/11/15,2015,Panathinaikos,Olympiakos,3.6,3.3,2.05,0.0,3.0,A
22/11/15,2015,Panthrakikos,AEK,7.5,3.75,1.5,1.0,2.0,A
22/11/15,2015,PAOK,Panetolikos,1.4,4.2,9.0,0.0,0.0,D
22/11/15,2015,Platanias,Levadeiakos,1.85,3.4,4.33,2.0,1.0,H
22/11/15,2015,Xanthi,Panionios,1.85,3.4,4.33,2.0,0.0,H
23/11/15,2015,Veria,Iraklis,2.1,3.4,3.4,0.0,0.0,D
28/11/15,2015,Atromitos,Panthrakikos,1.44,4.0,8.0,1.0,2.0,A
28/11/15,2015,Iraklis,Panathinaikos,4.75,3.4,1.8,1.0,0.0,H
28/11/15,2015,Panionios,Giannina,2.1,3.3,3.5,2.0,0.0,H
29/11/15,2015,AEK,Panetolikos,1.33,4.75,9.5,2.0,0.0,H
29/11/15,2015,Levadeiakos,Xanthi,2.4,3.2,3.0,1.0,0.0,H
29/11/15,2015,Olympiakos,Asteras Tripolis,1.25,5.75,11.0,3.0,1.0,H
29/11/15,2015,Platanias,Veria,1.91,3.4,4.0,0.0,0.0,D
30/11/15,2015,Kallonis,PAOK,6.0,4.0,1.53,1.0,3.0,A
05/12/15,2015,Asteras Tripolis,Iraklis,1.6,3.6,6.0,1.0,2.0,A
05/12/15,2015,Panthrakikos,Olympiakos,9.0,6.0,1.25,3.0,4.0,A
05/12/15,2015,Xanthi,Platanias,1.75,3.4,5.0,0.0,2.0,A
06/12/15,2015,AEK,Kallonis,1.17,6.5,19.0,3.0,0.0,H
06/12/15,2015,Giannina,Levadeiakos,1.83,3.5,4.33,0.0,1.0,A
06/12/15,2015,PAOK,Panionios,1.5,3.8,7.5,2.0,1.0,H
06/12/15,2015,Veria,Panathinaikos,5.0,3.4,1.75,0.0,1.0,A
07/12/15,2015,Panetolikos,Atromitos,2.55,3.2,2.75,1.0,1.0,D
12/12/15,2015,Iraklis,Panthrakikos,1.8,3.5,4.5,0.0,0.0,D
12/12/15,2015,Panionios,AEK,3.4,3.4,2.1,1.0,1.0,D
12/12/15,2015,Platanias,Giannina,2.1,3.25,3.5,0.0,1.0,A
13/12/15,2015,Atromitos,Kallonis,1.4,4.33,8.5,1.0,0.0,H
13/12/15,2015,Olympiakos,Panetolikos,1.18,7.0,13.0,1.0,0.0,H
13/12/15,2015,Panathinaikos,Asteras Tripolis,1.67,3.6,5.25,2.0,0.0,H
13/12/15,2015,Xanthi,Veria,1.95,3.3,4.0,1.0,1.0,D
14/12/15,2015,Levadeiakos,PAOK,5.25,3.75,1.65,0.0,0.0,D
19/12/15,2015,Atromitos,Panionios,1.83,3.4,4.5,1.0,0.0,H
19/12/15,2015,Kallonis,Olympiakos,21.0,8.0,1.13,0.0,2.0,A
19/12/15,2015,Veria,Asteras Tripolis,3.1,3.1,2.38,1.0,0.0,H
20/12/15,2015,Giannina,Xanthi,2.1,3.1,3.75,1.0,1.0,D
20/12/15,2015,Panetolikos,Iraklis,2.38,3.1,3.1,2.0,0.0,H
20/12/15,2015,Panthrakikos,Panathinaikos,5.5,3.3,1.73,1.0,0.0,H
20/12/15,2015,PAOK,Platanias,1.4,4.5,7.5,1.0,0.0,H
